"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Stephane Patry","C","ER","17.577","50","5","4","3","9","12","44","11.36","0.1","0.08","0.06","0.18","0.24","0.88","516.26","10.33","0.58","0.46","0.35","1.05","1.39","5.11","13.45","13.14","42.72","48.41","7.3","51.11","23","22","2","2","100.0","1","10","10.0","2","32","6.25","84","212","39.62"
"","Luke Bignell","C","BAR","16.868","56","7","2","3","9","12","45","15.56","0.12","0.04","0.05","0.16","0.21","0.8","510.19","9.11","0.82","0.24","0.35","1.06","1.41","5.29","12.67","13.75","56.66","49.36","-13.29","47.62","20","22","3","10","30.0","2","8","25.0","2","27","7.41","192","478","40.17"
"","Jonathan Yantsis","RW","KIT","18.388","59","5","4","3","9","12","42","11.9","0.08","0.07","0.05","0.15","0.2","0.71","503.49","8.53","0.6","0.48","0.36","1.07","1.43","5.01","12.53","12.94","49.84","45.7","0.07","55.88","19","15","4","11","36.36","0","9","0.0","1","22","4.55","2","9","22.22"
"","Shaw Boomhower","C","MISS/OTT","18.878","39","5","4","2","9","11","50","10.0","0.13","0.1","0.05","0.23","0.28","1.28","418.2","10.72","0.72","0.57","0.29","1.29","1.58","7.17","13.85","13.92","46.83","51.32","-3.71","47.37","18","20","2","7","28.57","1","7","14.29","2","36","5.56","24","46","52.17"
"","Jacob Paquette","D","KGN","18.311","63","3","6","2","9","11","50","6.0","0.05","0.1","0.03","0.14","0.17","0.79","1049.53","16.66","0.17","0.34","0.11","0.51","0.63","2.86","14.79","14.17","53.32","50.56","7.65","57.94","62","45","0","0","0.0","0","2","0.0","3","48","6.25","0","1","0.0"
"","Connor Hall","D","KIT","19.568","47","0","9","2","9","11","46","0.0","0.0","0.19","0.04","0.19","0.23","0.98","732.2","15.58","0.0","0.74","0.16","0.74","0.9","3.77","14.35","14.46","53.04","49.75","1.36","55.84","43","34","0","0","0.0","0","1","0.0","0","45","0.0","0","0","0.0"
"","Daniel Walker","LW","NB","18.333","35","7","2","0","9","9","69","10.14","0.2","0.06","0.0","0.26","0.26","1.97","389.03","11.12","1.08","0.31","0.0","1.39","1.39","10.64","13.18","14.05","46.78","49.12","-11.54","36.36","12","21","2","14","14.29","1","11","9.09","4","44","9.09","2","12","16.67"
"","Brayden Guy","LW","SAR","16.54","42","8","1","0","9","9","39","20.51","0.19","0.02","0.0","0.21","0.21","0.93","385.27","9.17","1.25","0.16","0.0","1.4","1.4","6.07","12.7","13.46","56.71","50.51","-6.66","48.48","16","17","3","9","33.33","1","9","11.11","4","21","19.05","0","2","0.0"
"","Giovanni Vallati","D","KIT","17.569","65","2","6","12","8","20","52","3.85","0.03","0.09","0.18","0.12","0.31","0.8","976.78","15.03","0.12","0.37","0.74","0.49","1.23","3.19","14.24","14.28","53.67","50.11","-1.75","53.7","58","50","0","1","0.0","0","2","0.0","2","49","4.08","0","0","0.0"
"","Tyler Tucker","D","BAR","17.545","59","1","7","10","8","18","95","1.05","0.02","0.12","0.17","0.14","0.31","1.61","902.16","15.29","0.07","0.47","0.67","0.53","1.2","6.32","13.59","14.24","58.22","49.56","2.63","60.36","67","44","0","5","0.0","0","4","0.0","1","86","1.16","0","0","0.0"
"","Justin Lemcke","D","HAM","20.589","59","6","2","10","8","18","85","7.06","0.1","0.03","0.17","0.14","0.31","1.44","877.3","14.87","0.41","0.14","0.68","0.55","1.23","5.81","14.24","13.93","57.22","48.81","7.05","61.8","55","34","2","4","50.0","0","1","0.0","4","80","5.0","0","0","0.0"
"","Liam Ham","D","NIAG","18.618","63","2","6","9","8","17","76","2.63","0.03","0.1","0.14","0.13","0.27","1.21","912.79","14.49","0.13","0.39","0.59","0.53","1.12","5.0","12.79","14.25","50.93","49.25","-2.41","49.48","48","49","1","2","50.0","1","3","33.33","0","71","0.0","1","5","20.0"
"","Zach Shankar","D","WSR/NIAG","20.633","53","2","6","8","8","16","53","3.77","0.04","0.11","0.15","0.15","0.3","1.0","733.6","13.84","0.16","0.49","0.65","0.65","1.31","4.33","13.02","13.92","51.29","48.37","4.05","54.05","40","34","0","2","0.0","0","2","0.0","2","49","4.08","0","1","0.0"
"","Riley McCourt","D","HAM/FLNT","17.224","56","2","6","5","8","13","48","4.17","0.04","0.11","0.09","0.14","0.23","0.86","779.94","13.93","0.15","0.46","0.38","0.62","1.0","3.69","13.75","13.86","42.42","50.32","-0.37","43.04","34","45","0","1","0.0","0","0","0.0","2","47","4.26","0","0","0.0"
"","Lev Starikov","D","WSR","16.997","66","5","3","5","8","13","77","6.49","0.08","0.05","0.08","0.12","0.2","1.17","875.97","13.27","0.34","0.21","0.34","0.55","0.89","5.27","13.61","13.6","51.98","48.18","11.74","59.76","49","33","2","5","40.0","0","3","0.0","3","69","4.35","0","0","0.0"
"","Alex Turko","C","LDN","18.692","54","3","5","3","8","11","38","7.89","0.06","0.09","0.06","0.15","0.2","0.7","526.01","9.74","0.34","0.57","0.34","0.91","1.25","4.33","12.9","13.21","48.95","49.43","9.57","56.41","22","17","1","8","12.5","1","3","33.33","1","27","3.7","194","354","54.8"
"","Quinn Yule","LW","OTT","17.695","60","5","3","3","8","11","51","9.8","0.08","0.05","0.05","0.13","0.18","0.85","552.9","9.21","0.54","0.33","0.33","0.87","1.19","5.53","12.88","13.51","45.18","50.9","-15.72","34.88","15","28","1","7","14.29","1","4","25.0","3","40","7.5","1","4","25.0"
"","Kyle Harris","C","FLNT","16.43","60","5","3","3","8","11","62","8.06","0.08","0.05","0.05","0.13","0.18","1.03","661.24","11.02","0.45","0.27","0.27","0.73","1.0","5.63","13.16","13.35","34.7","51.76","-9.23","26.98","17","46","1","7","14.29","1","11","9.09","3","44","6.82","129","355","36.34"
"","Billy Constantinou","D","NIAG","16.479","45","3","5","3","8","11","40","7.5","0.07","0.11","0.07","0.18","0.24","0.89","563.22","12.52","0.32","0.53","0.32","0.85","1.17","4.26","12.92","13.68","51.24","48.11","-7.22","45.61","26","31","0","2","0.0","0","2","0.0","3","36","8.33","2","2","100.0"
"","Joseph Mack","C","ER","17.695","51","6","2","3","8","11","53","11.32","0.12","0.04","0.06","0.16","0.22","1.04","489.6","9.6","0.74","0.25","0.37","0.98","1.35","6.5","13.87","13.15","43.68","48.86","-3.65","41.46","17","24","3","6","50.0","0","12","0.0","3","35","8.57","90","242","37.19"
"","Connor Walters","D","HAM","20.282","56","3","5","2","8","10","54","5.56","0.05","0.09","0.04","0.14","0.18","0.96","753.32","13.45","0.24","0.4","0.16","0.64","0.8","4.3","13.9","14.12","55.45","49.37","-12.38","48.61","35","37","0","0","0.0","0","0","0.0","3","54","5.56","0","0","0.0"
"","Tag Bertuzzi","C","GUE","16.575","41","2","6","1","8","9","27","7.41","0.05","0.15","0.02","0.2","0.22","0.66","434.24","10.59","0.28","0.83","0.14","1.11","1.24","3.73","14.07","13.57","43.63","50.71","-13.06","31.58","12","26","0","9","0.0","1","6","16.67","1","12","8.33","1","9","11.11"
"","Brett Jacklin","RW","SSM","17.569","49","4","4","1","8","9","36","11.11","0.08","0.08","0.02","0.16","0.18","0.73","399.26","8.15","0.6","0.6","0.15","1.2","1.35","5.41","13.98","13.59","60.31","45.9","9.44","70.83","17","7","0","7","0.0","1","2","50.0","3","27","11.11","4","7","57.14"
"","Owen Gilhula","C","SBY","17.35","52","4","4","0","8","8","61","6.56","0.08","0.08","0.0","0.15","0.15","1.17","591.57","11.38","0.41","0.41","0.0","0.81","0.81","6.19","13.61","13.59","44.9","53.18","-23.81","25.93","14","40","3","15","20.0","1","8","12.5","0","38","0.0","158","363","43.53"
"","Connor Corcoran","D","WSR","17.109","63","3","4","10","7","17","69","4.35","0.05","0.06","0.16","0.11","0.27","1.1","1058.58","16.8","0.17","0.23","0.57","0.4","0.96","3.91","13.78","14.37","52.4","51.21","-6.99","46.9","53","60","1","5","20.0","0","4","0.0","2","60","3.33","0","0","0.0"
"","Owen Lalonde","D","GUE","17.624","67","0","7","7","7","14","51","0.0","0.0","0.1","0.1","0.1","0.21","0.76","988.17","14.75","0.0","0.43","0.43","0.43","0.85","3.1","13.91","13.95","43.96","51.15","2.47","45.71","48","57","0","3","0.0","0","2","0.0","0","46","0.0","0","0","0.0"
"","Jack Hanley","D","HAM","19.409","63","1","6","6","7","13","62","1.61","0.02","0.1","0.1","0.11","0.21","0.98","916.7","14.55","0.07","0.39","0.39","0.46","0.85","4.06","14.0","14.05","56.04","49.54","-9.36","50.54","47","46","0","1","0.0","0","0","0.0","1","61","1.64","0","1","0.0"
"","Andrew Bruder","C","NIAG","17.085","52","4","3","4","7","11","42","9.52","0.08","0.06","0.08","0.13","0.21","0.81","473.28","9.1","0.51","0.38","0.51","0.89","1.39","5.32","12.59","13.8","47.33","50.45","-5.59","45.71","16","19","2","7","28.57","1","14","7.14","1","21","4.76","65","135","48.15"
"","Nicholas Canade","LW","MISS","17.528","63","3","4","4","7","11","83","3.61","0.05","0.06","0.06","0.11","0.17","1.32","569.27","9.04","0.32","0.42","0.42","0.74","1.16","8.75","13.84","14.11","47.93","51.88","-10.1","40.48","17","25","0","7","0.0","1","16","6.25","2","60","3.33","4","11","36.36"
"","Kyle Gentles","D","KIT","19.3","60","2","5","4","7","11","44","4.55","0.03","0.08","0.07","0.12","0.18","0.73","844.29","14.07","0.14","0.36","0.28","0.5","0.78","3.13","13.8","13.85","54.05","49.5","-9.42","47.25","43","48","0","1","0.0","0","1","0.0","2","42","4.76","0","0","0.0"
"","Fedor Gordeev","D","FLNT","18.637","67","2","5","3","7","10","120","1.67","0.03","0.07","0.04","0.1","0.15","1.79","1109.56","16.56","0.11","0.27","0.16","0.38","0.54","6.49","13.08","14.02","36.59","51.45","-1.02","34.56","47","89","0","4","0.0","1","6","16.67","1","110","0.91","0","1","0.0"
"","Jackson Doherty","LW","OS","17.068","53","6","1","2","7","9","30","20.0","0.11","0.02","0.04","0.13","0.17","0.57","509.82","9.62","0.71","0.12","0.24","0.82","1.06","3.53","13.56","13.19","51.45","50.02","-4.39","50.0","22","22","1","5","20.0","1","3","33.33","4","22","18.18","2","7","28.57"
"","Keegan Stevenson","C","GUE","16.709","61","4","3","2","7","9","28","14.29","0.07","0.05","0.03","0.11","0.15","0.46","538.14","8.82","0.45","0.33","0.22","0.78","1.0","3.12","13.71","13.76","43.78","50.57","11.78","55.56","20","16","3","11","27.27","0","4","0.0","1","13","7.69","3","13","23.08"
"","Andrew Perrott","D","LDN","16.063","62","4","3","2","7","9","67","5.97","0.06","0.05","0.03","0.11","0.15","1.08","761.89","12.29","0.32","0.24","0.16","0.55","0.71","5.28","12.9","13.5","50.4","48.46","-7.8","44.78","30","37","0","1","0.0","0","1","0.0","4","65","6.15","0","0","0.0"
"","William Lochead","D","NIAG","19.467","55","5","2","2","7","9","63","7.94","0.09","0.04","0.04","0.13","0.16","1.15","742.99","13.51","0.4","0.16","0.16","0.57","0.73","5.09","12.94","14.45","50.74","49.34","6.76","55.26","42","34","1","3","33.33","2","4","50.0","2","56","3.57","0","1","0.0"
"","Nico Gross","D","OSH","17.64","58","3","4","0","7","7","40","7.5","0.05","0.07","0.0","0.12","0.12","0.69","805.04","13.88","0.22","0.3","0.0","0.52","0.52","2.98","12.9","13.87","50.77","49.09","-1.54","47.67","41","45","1","2","50.0","0","2","0.0","2","36","5.56","0","0","0.0"
"","Jacob Collins","D","FLNT","19.409","61","3","4","0","7","7","75","4.0","0.05","0.07","0.0","0.11","0.11","1.23","726.93","11.92","0.25","0.33","0.0","0.58","0.58","6.19","13.64","14.02","37.03","52.49","-6.18","30.14","22","51","1","5","20.0","0","3","0.0","2","67","2.99","153","305","50.16"
"","Garrett McFadden","D","GUE","20.072","68","1","5","11","6","17","101","0.99","0.01","0.07","0.16","0.09","0.25","1.49","1247.72","18.35","0.05","0.24","0.53","0.29","0.82","4.86","14.63","14.24","44.16","52.3","-6.36","40.41","59","87","0","3","0.0","0","3","0.0","1","95","1.05","1","1","100.0"
"","Anthony DeMeo","D","SSM","18.254","67","1","5","11","6","17","47","2.13","0.01","0.07","0.16","0.09","0.25","0.7","762.28","11.38","0.08","0.39","0.87","0.47","1.34","3.7","13.62","13.96","63.61","47.6","8.1","70.0","49","21","0","1","0.0","0","2","0.0","1","44","2.27","0","1","0.0"
"","Josh Wainman","D","ER","18.571","67","4","2","9","6","15","63","6.35","0.06","0.03","0.13","0.09","0.22","0.94","1065.73","15.91","0.23","0.11","0.51","0.34","0.84","3.55","13.6","13.76","45.4","49.84","-7.37","40.0","50","75","0","2","0.0","0","3","0.0","4","58","6.9","0","1","0.0"
"","Austin Osmanski","D","MISS/PBO","19.382","65","1","5","9","6","15","79","1.27","0.02","0.08","0.14","0.09","0.23","1.22","934.41","14.38","0.06","0.32","0.58","0.39","0.96","5.07","13.54","14.37","45.3","50.63","8.07","49.02","50","52","0","0","0.0","0","4","0.0","1","75","1.33","0","0","0.0"
"","Nick Grima","D","SAR","18.53","65","1","5","9","6","15","60","1.67","0.02","0.08","0.14","0.09","0.23","0.92","897.08","13.8","0.07","0.33","0.6","0.4","1.0","4.01","12.76","13.63","55.82","49.54","2.89","58.72","64","45","0","1","0.0","1","2","50.0","0","57","0.0","0","1","0.0"
"","Justin MacPherson","D","NIAG","17.232","66","0","6","9","6","15","61","0.0","0.0","0.09","0.14","0.09","0.23","0.92","1007.38","15.26","0.0","0.36","0.54","0.36","0.89","3.63","12.89","14.22","51.81","48.87","-4.58","47.27","52","58","0","3","0.0","0","1","0.0","0","57","0.0","0","2","0.0"
"","Alex Black","D","PBO","20.011","65","2","4","8","6","14","69","2.9","0.03","0.06","0.12","0.09","0.22","1.06","943.94","14.52","0.13","0.25","0.51","0.38","0.89","4.39","13.33","13.97","44.04","50.79","-3.23","42.0","42","58","1","4","25.0","0","1","0.0","1","64","1.56","0","0","0.0"
"","Nathan Allensen","D","BAR","16.373","55","2","4","8","6","14","37","5.41","0.04","0.07","0.15","0.11","0.25","0.67","631.54","11.48","0.19","0.38","0.76","0.57","1.33","3.52","12.85","13.83","57.62","48.9","-4.3","55.88","38","30","0","1","0.0","1","2","50.0","1","34","2.94","0","0","0.0"
"","Doug Blaisdell","D","KIT/SBY","20.57","66","1","5","8","6","14","68","1.47","0.02","0.08","0.12","0.09","0.21","1.03","1036.88","15.71","0.06","0.29","0.46","0.35","0.81","3.93","13.31","14.22","45.67","51.89","3.27","46.49","53","61","0","4","0.0","0","2","0.0","1","62","1.61","0","1","0.0"
"","Jacob Golden","D","LDN","18.495","63","2","4","8","6","14","63","3.17","0.03","0.06","0.13","0.1","0.22","1.0","864.11","13.72","0.14","0.28","0.56","0.42","0.97","4.37","12.98","13.97","50.66","50.49","-6.63","46.34","38","44","0","6","0.0","2","11","18.18","0","46","0.0","3","5","60.0"
"","Shane Collins","D","LDN","20.57","58","3","3","6","6","12","70","4.29","0.05","0.05","0.1","0.1","0.21","1.21","820.3","14.14","0.22","0.22","0.44","0.44","0.88","5.12","13.35","14.06","51.14","49.1","2.38","54.43","43","36","0","1","0.0","1","4","25.0","2","65","3.08","1","1","100.0"
"","Declan Chisholm","D","PBO","17.679","47","3","3","5","6","11","33","9.09","0.06","0.06","0.11","0.13","0.23","0.7","649.75","13.82","0.28","0.28","0.46","0.55","1.02","3.05","13.46","14.32","45.63","51.16","6.96","50.0","36","36","0","3","0.0","0","1","0.0","3","29","10.34","0","0","0.0"
"","Jack Duff","D","ER","17.649","63","1","5","5","6","11","52","1.92","0.02","0.08","0.08","0.1","0.17","0.83","901.38","14.31","0.07","0.33","0.33","0.4","0.73","3.46","13.43","13.72","44.01","50.07","1.79","46.0","46","54","0","2","0.0","0","1","0.0","1","49","2.04","0","0","0.0"
"","Keaton Middleton","D","SAG","19.598","64","2","4","4","6","10","90","2.22","0.03","0.06","0.06","0.09","0.16","1.41","987.04","15.42","0.12","0.24","0.24","0.36","0.61","5.47","12.92","14.13","45.33","51.94","2.88","46.46","46","53","0","0","0.0","0","0","0.0","2","90","2.22","0","0","0.0"
"","Cole Fraser","D","PBO","18.067","50","3","3","4","6","10","58","5.17","0.06","0.06","0.08","0.12","0.2","1.16","695.89","13.92","0.26","0.26","0.34","0.52","0.86","5.0","13.44","13.86","45.1","49.94","-0.44","42.67","32","43","0","1","0.0","0","1","0.0","3","56","5.36","0","0","0.0"
"","Hudson Wilson","D","OTT","18.374","66","2","4","4","6","10","57","3.51","0.03","0.06","0.06","0.09","0.15","0.86","875.36","13.26","0.14","0.27","0.27","0.41","0.69","3.91","13.96","13.98","47.23","50.71","-1.28","45.65","42","50","0","0","0.0","0","3","0.0","2","54","3.7","1","1","100.0"
"","Ryan Littlejohn","LW","FLNT","17.597","65","3","3","4","6","10","32","9.38","0.05","0.05","0.06","0.09","0.15","0.49","662.25","10.19","0.27","0.27","0.36","0.54","0.91","2.9","13.36","13.61","34.89","52.83","-16.48","21.67","13","47","2","9","22.22","0","5","0.0","1","18","5.56","4","10","40.0"
"","Nathan Staios","D","WSR","16.334","54","3","3","3","6","9","55","5.45","0.06","0.06","0.06","0.11","0.17","1.02","738.57","13.68","0.24","0.24","0.24","0.49","0.73","4.47","13.79","13.76","51.9","49.76","8.26","54.93","39","32","0","2","0.0","0","4","0.0","3","49","6.12","0","0","0.0"
"","Duncan Penman","D","SAG","16.2","55","3","3","3","6","9","37","8.11","0.05","0.05","0.05","0.11","0.16","0.67","702.91","12.78","0.26","0.26","0.26","0.51","0.77","3.16","13.11","13.74","45.14","50.72","-1.24","45.31","29","35","0","0","0.0","0","0","0.0","3","37","8.11","0","0","0.0"
"","Mark Woolley","D","GUE","15.806","66","2","4","2","6","8","39","5.13","0.03","0.06","0.03","0.09","0.12","0.59","747.42","11.32","0.16","0.32","0.16","0.48","0.64","3.13","13.35","13.37","44.4","49.36","-4.84","40.3","27","40","1","1","100.0","0","0","0.0","1","38","2.63","1","2","50.0"
"","Thomas Stevenson","D","WSR","17.925","67","3","3","2","6","8","53","5.66","0.04","0.04","0.03","0.09","0.12","0.79","998.89","14.91","0.18","0.18","0.12","0.36","0.48","3.18","14.01","14.33","51.46","50.8","-11.72","43.0","43","57","0","0","0.0","0","2","0.0","3","51","5.88","2","3","66.67"
"","Alex Di Carlo","D","OSH","20.48","45","4","2","2","6","8","50","8.0","0.09","0.04","0.04","0.13","0.18","1.11","574.41","12.76","0.42","0.21","0.21","0.63","0.84","5.22","12.78","13.65","51.13","48.64","-2.96","47.37","27","30","0","0","0.0","0","0","0.0","4","50","8.0","1","1","100.0"
"","Eric Guest","C","KIT","17.394","43","4","2","1","6","7","39","10.26","0.09","0.05","0.02","0.14","0.16","0.91","384.14","8.93","0.62","0.31","0.16","0.94","1.09","6.09","13.21","13.2","52.6","47.03","-10.86","42.86","12","16","3","5","60.0","0","4","0.0","1","30","3.33","101","210","48.1"
"","Drew Hunter","D","NIAG","18.61","51","3","3","1","6","7","54","5.56","0.06","0.06","0.02","0.12","0.14","1.06","640.5","12.56","0.28","0.28","0.09","0.56","0.66","5.06","12.83","14.21","50.75","50.31","-5.13","45.16","28","34","0","2","0.0","1","8","12.5","2","44","4.55","0","0","0.0"
"","Harrison Cottam","RW","LDN","18.254","42","3","3","1","6","7","27","11.11","0.07","0.07","0.02","0.14","0.17","0.64","379.02","9.02","0.47","0.47","0.16","0.95","1.11","4.27","12.33","13.21","47.66","50.34","-14.19","41.67","10","14","0","1","0.0","1","4","25.0","2","22","9.09","2","7","28.57"
"","Mitchell Russell","C","OS","16.531","59","3","3","1","6","7","51","5.88","0.05","0.05","0.02","0.1","0.12","0.86","484.65","8.21","0.37","0.37","0.12","0.74","0.87","6.31","13.46","13.64","51.8","49.43","-8.18","47.06","16","18","1","11","9.09","0","9","0.0","2","31","6.45","138","356","38.76"
"","Carson Edwardson","C","ER","18.273","24","4","2","0","6","6","27","14.81","0.17","0.08","0.0","0.25","0.25","1.12","293.84","12.24","0.82","0.41","0.0","1.23","1.23","5.51","13.84","13.55","43.34","51.16","-19.87","32.26","10","21","0","4","0.0","1","5","20.0","3","18","16.67","35","66","53.03"
"","Bryan Laureigh","LW","KGN","17.252","57","3","3","0","6","6","21","14.29","0.05","0.05","0.0","0.11","0.11","0.37","480.65","8.43","0.37","0.37","0.0","0.75","0.75","2.62","14.49","14.02","51.3","50.29","-21.93","34.48","10","19","0","3","0.0","2","6","33.33","1","12","8.33","0","2","0.0"
"","Trenton Bourque","D","OS","19.267","62","0","5","11","5","16","55","0.0","0.0","0.08","0.18","0.08","0.26","0.89","1027.52","16.57","0.0","0.29","0.64","0.29","0.93","3.21","14.43","14.2","54.19","49.38","-10.83","46.88","60","68","0","1","0.0","0","3","0.0","0","51","0.0","0","3","0.0"
"","Kevin Bahl","D","OTT","17.221","58","1","4","8","5","13","45","2.22","0.02","0.07","0.14","0.09","0.22","0.78","880.96","15.19","0.07","0.27","0.54","0.34","0.89","3.06","14.54","14.33","48.06","53.3","-13.04","37.5","39","65","0","0","0.0","0","1","0.0","1","44","2.27","1","1","100.0"
"","Thomas Harley","D","MISS","16.077","62","0","5","6","5","11","46","0.0","0.0","0.08","0.1","0.08","0.18","0.74","778.58","12.56","0.0","0.39","0.46","0.39","0.85","3.54","13.99","13.79","48.31","49.91","2.05","48.72","38","40","0","0","0.0","0","1","0.0","0","45","0.0","0","0","0.0"
"","Riley Bruce","D","NB","20.17","67","3","2","6","5","11","92","3.26","0.04","0.03","0.09","0.07","0.16","1.37","1230.16","18.36","0.15","0.1","0.29","0.24","0.54","4.49","13.85","14.01","49.65","51.08","-0.15","47.41","64","71","0","2","0.0","0","0","0.0","3","90","3.33","0","0","0.0"
"","Aidan Prueter","C","SAG","15.737","63","2","3","5","5","10","53","3.77","0.03","0.05","0.08","0.08","0.16","0.84","639.59","10.15","0.19","0.28","0.47","0.47","0.94","4.97","13.0","13.63","43.99","53.7","-10.24","35.42","17","31","0","16","0.0","2","9","22.22","0","28","0.0","248","494","50.2"
"","Mark Shoemaker","D","GUE","19.968","66","1","4","5","5","10","48","2.08","0.02","0.06","0.08","0.08","0.15","0.73","917.67","13.9","0.07","0.26","0.33","0.33","0.65","3.14","13.65","13.93","44.0","51.96","2.84","46.32","44","51","0","0","0.0","0","1","0.0","1","47","2.13","1","1","100.0"
"","Curtis Egert","LW","SAR","18.615","35","4","1","5","5","10","42","9.52","0.11","0.03","0.14","0.14","0.29","1.2","360.43","10.3","0.67","0.17","0.83","0.83","1.66","6.99","13.08","13.66","57.37","48.5","-10.4","47.22","17","19","1","6","16.67","2","7","28.57","1","29","3.45","3","6","50.0"
"","Jacob LeGuerrier","D","SSM","16.816","62","0","5","5","5","10","44","0.0","0.0","0.08","0.08","0.08","0.16","0.71","684.24","11.04","0.0","0.44","0.44","0.44","0.88","3.86","13.81","13.78","64.26","47.64","-0.84","62.3","38","23","0","0","0.0","0","1","0.0","0","43","0.0","0","0","0.0"
"","Christopher Cameron","D","BAR","18.303","63","2","3","5","5","10","49","4.08","0.03","0.05","0.08","0.08","0.16","0.78","673.21","10.69","0.18","0.27","0.45","0.45","0.89","4.37","12.2","13.82","56.95","47.57","-0.99","56.72","38","29","0","0","0.0","0","0","0.0","2","49","4.08","0","0","0.0"
"","Nick King","D","OS/NB","18.675","60","2","3","4","5","9","56","3.57","0.03","0.05","0.07","0.08","0.15","0.93","757.21","12.62","0.16","0.24","0.32","0.4","0.71","4.44","13.17","13.7","47.15","49.06","-5.81","43.94","29","37","0","0","0.0","0","1","0.0","2","55","3.64","1","1","100.0"
"","Nicholas Porco","LW","SAG","16.515","57","2","3","4","5","9","63","3.17","0.04","0.05","0.07","0.09","0.16","1.11","689.45","12.1","0.17","0.26","0.35","0.44","0.78","5.48","13.45","13.74","45.73","52.66","-13.31","32.76","19","39","1","10","10.0","0","8","0.0","1","45","2.22","8","20","40.0"
"","Cedric Schiemenz","C","WSR","18.547","25","1","4","3","5","8","18","5.56","0.04","0.16","0.12","0.2","0.32","0.72","310.62","12.42","0.19","0.77","0.58","0.97","1.55","3.48","13.39","13.48","52.98","47.79","4.13","55.17","16","13","0","2","0.0","0","6","0.0","1","10","10.0","4","6","66.67"
"","Nikita Okhotyuk","D","OTT","16.783","53","4","1","3","5","8","53","7.55","0.08","0.02","0.06","0.09","0.15","1.0","665.54","12.56","0.36","0.09","0.27","0.45","0.72","4.78","13.71","13.68","47.55","50.71","3.44","50.0","34","34","0","1","0.0","2","2","100.0","2","50","4.0","1","1","100.0"
"","Liam Murray","D","KGN","20.219","63","1","4","3","5","8","55","1.82","0.02","0.06","0.05","0.08","0.13","0.87","1013.1","16.08","0.06","0.24","0.18","0.3","0.47","3.26","14.46","13.98","52.92","50.23","-12.59","45.1","46","56","0","0","0.0","0","1","0.0","1","54","1.85","0","0","0.0"
"","Liam Ross","D","SBY","16.345","60","4","1","3","5","8","38","10.53","0.07","0.02","0.05","0.08","0.13","0.63","820.07","13.67","0.29","0.07","0.22","0.37","0.59","2.78","13.41","13.82","44.09","51.88","-3.46","40.23","35","52","0","0","0.0","0","2","0.0","4","36","11.11","0","0","0.0"
"","Jack Phibbs","LW","FLNT","18.536","55","2","3","3","5","8","60","3.33","0.04","0.05","0.05","0.09","0.15","1.09","587.03","10.67","0.2","0.31","0.31","0.51","0.82","6.13","13.25","13.52","34.0","53.79","-3.15","30.91","17","38","1","9","11.11","0","10","0.0","1","41","2.44","111","355","31.27"
"","Zachary Roberts","LW","OS","18.119","23","3","2","3","5","8","37","8.11","0.13","0.09","0.13","0.22","0.35","1.61","233.91","10.17","0.77","0.51","0.77","1.28","2.05","9.49","14.71","13.4","50.5","46.44","7.66","57.14","12","9","1","10","10.0","1","8","12.5","1","19","5.26","1","2","50.0"
"","Rhys Forhan","C","NB","17.665","38","1","4","2","5","7","38","2.63","0.03","0.11","0.05","0.13","0.18","1.0","390.79","10.28","0.15","0.61","0.31","0.77","1.07","5.83","13.59","13.99","46.92","49.8","1.49","50.0","15","15","1","9","11.11","0","5","0.0","0","24","0.0","89","229","38.86"
"","Mitchell Brewer","D","OSH","16.493","60","2","3","2","5","7","24","8.33","0.03","0.05","0.03","0.08","0.12","0.4","751.84","12.53","0.16","0.24","0.16","0.4","0.56","1.92","13.06","13.84","51.0","49.99","4.33","55.26","42","34","1","2","50.0","0","2","0.0","1","20","5.0","0","1","0.0"
"","Jack York","D","KIT","16.997","57","3","2","2","5","7","33","9.09","0.05","0.04","0.04","0.09","0.12","0.58","642.05","11.26","0.28","0.19","0.19","0.47","0.65","3.08","13.61","13.53","53.78","46.05","5.2","58.62","34","24","0","2","0.0","0","0","0.0","3","31","9.68","0","0","0.0"
"","Zachary Jackson","LW","HAM","18.681","42","3","2","2","5","7","24","12.5","0.07","0.05","0.05","0.12","0.17","0.57","343.97","8.19","0.52","0.35","0.35","0.87","1.22","4.19","12.78","13.85","51.82","48.55","-4.82","50.0","10","10","3","5","60.0","0","3","0.0","0","16","0.0","8","29","27.59"
"","Adrian Carbonara","RW","NIAG/LDN","20.515","43","3","2","2","5","7","46","6.52","0.07","0.05","0.05","0.12","0.16","1.07","530.21","12.33","0.34","0.23","0.23","0.57","0.79","5.21","13.4","14.16","50.27","50.41","-21.52","32.0","16","34","2","7","28.57","0","7","0.0","1","32","3.12","16","29","55.17"
