"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Mason Kohn","LW","SAG/OSH","20.373","64","13","12","7","25","32","111","11.71","0.2","0.19","0.11","0.39","0.5","1.73","764.75","11.95","1.02","0.94","0.55","1.96","2.51","8.71","14.11","14.16","46.66","51.08","1.61","50.0","34","34","1","27","3.7","7","29","24.14","5","55","9.09","130","241","53.94"
"","Brady Hinz","RW","SAR/PBO","17.372","68","13","12","6","25","31","73","17.81","0.19","0.18","0.09","0.37","0.46","1.07","865.19","12.72","0.9","0.83","0.42","1.73","2.15","5.06","13.62","14.14","51.37","50.67","-8.31","45.36","44","53","6","21","28.57","2","9","22.22","5","43","11.63","43","93","46.24"
"","Maurizio Colella","LW","FLNT","20.49","67","14","11","6","25","31","172","8.14","0.21","0.16","0.09","0.37","0.46","2.57","1053.86","15.73","0.8","0.63","0.34","1.42","1.76","9.79","15.02","14.21","37.18","51.33","7.11","39.68","50","76","3","19","15.79","2","17","11.76","9","136","6.62","19","43","44.19"
"","Cole Coskey","RW","SAG","18.295","68","19","6","5","25","30","124","15.32","0.28","0.09","0.07","0.37","0.44","1.82","830.7","12.22","1.37","0.43","0.36","1.81","2.17","8.96","14.05","14.26","46.51","51.38","1.13","46.58","34","39","7","19","36.84","1","15","6.67","11","90","12.22","95","229","41.48"
"","Brett Neumann","C","KGN","18.585","68","13","11","9","24","33","172","7.56","0.19","0.16","0.13","0.35","0.49","2.53","956.46","14.07","0.82","0.69","0.56","1.51","2.07","10.79","14.47","13.51","52.18","50.02","-3.72","50.54","47","46","4","22","18.18","3","24","12.5","6","126","4.76","422","765","55.16"
"","Cam Hillis","C","GUE","17.23","60","9","15","9","24","33","74","12.16","0.15","0.25","0.15","0.4","0.55","1.23","956.67","15.94","0.56","0.94","0.56","1.51","2.07","4.64","15.6","14.08","43.26","52.0","3.16","45.71","48","57","4","18","22.22","3","19","15.79","2","37","5.41","365","748","48.8"
"","Darian Pilon","LW","SBY","18.957","62","12","12","7","24","31","103","11.65","0.19","0.19","0.11","0.39","0.5","1.66","753.37","12.15","0.96","0.96","0.56","1.91","2.47","8.2","13.85","14.15","45.01","52.0","21.22","58.11","43","31","8","16","50.0","3","14","21.43","1","73","1.37","41","84","48.81"
"","Kenny Huether","RW","OSH","20.113","67","16","8","7","24","31","170","9.41","0.24","0.12","0.1","0.36","0.46","2.54","783.92","11.7","1.22","0.61","0.54","1.84","2.37","13.01","13.82","14.15","51.15","50.15","3.53","53.33","40","35","4","18","22.22","3","29","10.34","9","123","7.32","7","32","21.88"
"","Ryan Merkley","D","GUE","17.09","63","10","14","7","24","31","88","11.36","0.16","0.22","0.11","0.38","0.49","1.4","1109.3","17.61","0.54","0.76","0.38","1.3","1.68","4.76","14.84","14.0","43.69","51.14","-0.98","43.65","55","71","2","11","18.18","1","9","11.11","7","68","10.29","0","0","0.0"
"","Ty Dellandrea","C","FLNT","17.156","67","14","10","6","24","30","165","8.48","0.21","0.15","0.09","0.36","0.45","2.46","983.77","14.68","0.85","0.61","0.37","1.46","1.83","10.06","15.08","14.17","37.02","51.5","0.74","35.09","40","74","4","29","13.79","2","11","18.18","8","125","6.4","529","1038","50.96"
"","Alex Formenton","LW","LDN","18.01","48","18","6","5","24","29","110","16.36","0.38","0.12","0.1","0.5","0.6","2.29","705.12","14.69","1.53","0.51","0.43","2.04","2.47","9.36","14.47","14.24","52.66","48.66","-1.47","52.7","39","35","4","21","19.05","6","20","30.0","8","69","11.59","26","56","46.43"
"","Luke Boka","RW","WSR","18.265","64","13","10","9","23","32","102","12.75","0.2","0.16","0.14","0.36","0.5","1.59","924.16","14.44","0.84","0.65","0.58","1.49","2.08","6.62","14.91","14.34","51.7","50.32","-6.24","47.31","44","49","3","30","10.0","2","18","11.11","8","54","14.81","18","65","27.69"
"","MacKenzie Entwistle","RW","HAM","18.177","49","11","12","7","23","30","102","10.78","0.22","0.24","0.14","0.47","0.61","2.08","696.04","14.2","0.95","1.03","0.6","1.98","2.59","8.79","14.61","13.92","57.37","49.97","5.55","61.11","44","28","5","20","25.0","3","17","17.65","3","65","4.62","100","224","44.64"
"","Mathew MacDougall","LW","WSR","17.649","66","15","8","6","23","29","80","18.75","0.23","0.12","0.09","0.35","0.44","1.21","953.3","14.44","0.94","0.5","0.38","1.45","1.83","5.04","14.44","14.18","50.6","50.83","-7.09","46.24","43","50","3","20","15.0","7","17","41.18","5","43","11.63","30","81","37.04"
"","Blake Murray","C","SBY","16.2","57","13","10","6","23","29","84","15.48","0.23","0.18","0.11","0.4","0.51","1.47","752.64","13.2","1.04","0.8","0.48","1.83","2.31","6.7","13.62","13.99","43.6","53.66","3.92","47.44","37","41","3","13","23.08","2","18","11.11","8","53","15.09","258","520","49.62"
"","Brett McKenzie","C","OS/NB","20.515","64","15","8","5","23","28","185","8.11","0.23","0.12","0.08","0.36","0.44","2.89","943.62","14.74","0.95","0.51","0.32","1.46","1.78","11.76","14.93","14.1","51.04","50.79","-3.85","48.62","53","56","3","30","10.0","4","28","14.29","8","127","6.3","348","713","48.81"
"","Franco Sproviero","C","SAR","19.116","64","7","16","5","23","28","84","8.33","0.11","0.25","0.08","0.36","0.44","1.31","689.06","10.77","0.61","1.39","0.44","2.0","2.44","7.31","12.87","13.58","55.7","49.44","-1.91","55.71","39","31","2","17","11.76","2","17","11.76","3","50","6.0","266","503","52.88"
"","Logan DeNoble","C","PBO","19.921","59","13","10","4","23","27","120","10.83","0.22","0.17","0.07","0.39","0.46","2.03","766.65","12.99","1.02","0.78","0.31","1.8","2.11","9.39","13.78","14.27","46.73","50.74","2.4","46.84","37","42","4","16","25.0","6","22","27.27","3","82","3.66","48","111","43.24"
"","Keeghan Howdeshell","LW","SSM","19.56","61","11","12","4","23","27","102","10.78","0.18","0.2","0.07","0.38","0.44","1.67","788.7","12.93","0.84","0.91","0.3","1.75","2.05","7.76","13.94","13.96","63.62","47.36","5.6","65.79","50","26","4","18","22.22","4","13","30.77","3","71","4.23","44","119","36.97"
"","Mac Hollowell","D","SSM","18.974","63","9","13","10","22","32","90","10.0","0.14","0.21","0.16","0.35","0.51","1.43","953.18","15.13","0.57","0.82","0.63","1.38","2.01","5.67","14.16","14.46","63.56","49.16","-4.71","60.19","65","43","1","7","14.29","0","4","0.0","8","79","10.13","0","0","0.0"
"","Ted Nichol","C","KGN","20.699","68","5","17","7","22","29","119","4.2","0.07","0.25","0.1","0.32","0.43","1.75","976.16","14.36","0.31","1.04","0.43","1.35","1.78","7.31","14.6","14.04","51.67","50.55","-21.01","38.54","37","59","2","13","15.38","0","13","0.0","3","93","3.23","209","413","50.61"
"","Alexey Toropchenko","RW","GUE","18.229","66","14","8","6","22","28","174","8.05","0.21","0.12","0.09","0.33","0.42","2.64","935.23","14.17","0.9","0.51","0.38","1.41","1.8","11.16","15.45","14.06","43.64","51.5","2.83","46.39","45","52","8","40","20.0","3","27","11.11","3","107","2.8","1","2","50.0"
"","Maxim Golod","LW","ER","17.079","61","9","13","5","22","27","102","8.82","0.15","0.21","0.08","0.36","0.44","1.67","790.16","12.95","0.68","0.99","0.38","1.67","2.05","7.75","14.08","13.88","45.07","49.93","1.37","47.62","40","44","5","27","18.52","1","14","7.14","3","61","4.92","6","12","50.0"
"","Liam Foudy","C","LDN","17.616","65","16","6","4","22","26","106","15.09","0.25","0.09","0.06","0.34","0.4","1.63","820.6","12.62","1.17","0.44","0.29","1.61","1.9","7.75","13.85","13.88","51.17","50.01","-9.82","44.59","33","41","6","25","24.0","3","18","16.67","7","63","11.11","98","211","46.45"
"","Connor Roberts","C","HAM/FLNT","17.566","66","13","9","3","22","25","104","12.5","0.2","0.14","0.05","0.33","0.38","1.58","1017.03","15.41","0.77","0.53","0.18","1.3","1.47","6.14","14.85","14.15","40.41","52.12","-4.48","36.11","39","69","3","22","13.64","3","16","18.75","7","66","10.61","33","84","39.29"
"","Isaac Nurse","RW","HAM","18.506","68","13","9","3","22","25","104","12.5","0.19","0.13","0.04","0.32","0.37","1.53","814.27","11.97","0.96","0.66","0.22","1.62","1.84","7.66","13.52","13.74","54.45","49.9","-1.65","56.16","41","32","5","26","19.23","5","20","25.0","3","58","5.17","5","15","33.33"
"","Shane Bulitka","LW","SBY","18.191","67","9","12","9","21","30","78","11.54","0.13","0.18","0.13","0.31","0.45","1.16","874.55","13.05","0.62","0.82","0.62","1.44","2.06","5.35","13.72","13.95","43.72","50.68","7.0","47.83","44","48","2","12","16.67","1","16","6.25","6","50","12.0","401","709","56.56"
"","Kody Clark","RW","OTT","17.928","56","10","11","8","21","29","89","11.24","0.18","0.2","0.14","0.38","0.52","1.59","721.0","12.87","0.83","0.92","0.67","1.75","2.41","7.41","14.97","13.96","47.59","50.61","11.88","55.56","40","32","1","15","6.67","2","17","11.76","7","57","12.28","4","12","33.33"
"","Michael McLeod","C","MISS","19.617","38","7","14","7","21","28","86","8.14","0.18","0.37","0.18","0.55","0.74","2.26","679.0","17.87","0.62","1.24","0.62","1.86","2.47","7.6","15.65","14.14","50.72","50.47","-0.14","49.38","40","41","1","29","3.45","6","23","26.09","0","34","0.0","347","534","64.98"
"","Logan Stanley","D","KIT","19.31","61","12","9","7","21","28","127","9.45","0.2","0.15","0.11","0.34","0.46","2.08","1192.87","19.56","0.6","0.45","0.35","1.06","1.41","6.39","13.77","14.53","53.62","49.71","-3.74","52.03","77","71","1","5","20.0","3","3","100.0","8","119","6.72","0","0","0.0"
"","Max Grondin","C","SAG","17.202","66","11","10","4","21","25","92","11.96","0.17","0.15","0.06","0.32","0.38","1.39","840.57","12.74","0.79","0.71","0.29","1.5","1.78","6.57","13.72","14.02","46.02","51.79","3.7","48.68","37","39","3","28","10.71","2","17","11.76","6","47","12.77","326","626","52.08"
"","Brad Chenier","LW","NB","18.656","66","13","8","3","21","24","105","12.38","0.2","0.12","0.05","0.32","0.36","1.59","900.15","13.64","0.87","0.53","0.2","1.4","1.6","7.0","14.31","14.03","48.63","50.07","5.53","51.72","45","42","5","12","41.67","5","20","25.0","3","73","4.11","11","24","45.83"
"","Nick Robertson","C","PBO","16.014","62","10","11","1","21","22","88","11.36","0.16","0.18","0.02","0.34","0.35","1.42","784.74","12.66","0.76","0.84","0.08","1.61","1.68","6.73","13.09","13.73","42.69","50.37","-5.94","39.51","32","49","2","16","12.5","1","14","7.14","7","58","12.07","155","357","43.42"
"","Joseph Garreffa","RW","KIT","18.106","68","6","14","16","20","36","79","7.59","0.09","0.21","0.24","0.29","0.53","1.16","1076.21","15.83","0.33","0.78","0.89","1.12","2.01","4.4","14.4","14.2","54.4","49.74","-1.43","53.33","64","56","1","12","8.33","1","8","12.5","4","59","6.78","168","322","52.17"
"","Semyon Der-Arguchintsev","C","PBO","17.002","68","8","12","11","20","31","86","9.3","0.12","0.18","0.16","0.29","0.46","1.26","953.05","14.02","0.5","0.76","0.69","1.26","1.95","5.41","13.85","14.12","44.89","50.78","4.07","47.06","48","54","2","9","22.22","1","13","7.69","5","64","7.81","373","771","48.38"
"","Troy Lajeunesse","C","SBY/ER","20.326","60","11","9","9","20","29","74","14.86","0.18","0.15","0.15","0.33","0.48","1.23","899.7","15.0","0.73","0.6","0.6","1.33","1.93","4.93","14.33","14.1","44.95","49.91","-2.13","43.0","43","57","3","6","50.0","0","7","0.0","8","61","13.11","330","603","54.73"
"","Adam Liska","C","KIT","17.925","62","10","10","9","20","29","101","9.9","0.16","0.16","0.15","0.32","0.47","1.63","762.75","12.3","0.79","0.79","0.71","1.57","2.28","7.94","14.22","13.83","52.55","48.48","3.1","56.58","43","33","5","19","26.32","2","11","18.18","3","71","4.23","2","8","25.0"
"","Ryan Cranford","RW","KGN","19.439","68","14","6","8","20","28","171","8.19","0.21","0.09","0.12","0.29","0.41","2.51","890.8","13.1","0.94","0.4","0.54","1.35","1.89","11.52","14.6","13.92","50.21","50.43","-8.37","46.99","39","44","6","14","42.86","2","26","7.69","6","131","4.58","5","9","55.56"
"","Liam Hawel","C","GUE","18.415","62","10","10","8","20","28","85","11.76","0.16","0.16","0.13","0.32","0.45","1.37","875.27","14.12","0.69","0.69","0.55","1.37","1.92","5.83","14.36","14.27","43.91","51.66","4.83","48.31","43","46","7","16","43.75","0","9","0.0","3","60","5.0","381","727","52.41"
"","Danial Singer","RW","NIAG","18.599","67","13","7","8","20","28","109","11.93","0.19","0.1","0.12","0.3","0.42","1.63","754.7","11.26","1.03","0.56","0.64","1.59","2.23","8.67","13.64","14.39","51.9","48.35","9.48","57.14","40","30","5","25","20.0","4","21","19.05","4","63","6.35","1","4","25.0"
"","Jake Henderson","RW","KIT/NB","20.592","68","10","10","7","20","27","127","7.87","0.15","0.15","0.1","0.29","0.4","1.87","903.44","13.29","0.66","0.66","0.46","1.33","1.79","8.43","14.18","14.39","50.24","49.3","0.12","52.33","45","41","5","28","17.86","1","17","5.88","4","82","4.88","25","57","43.86"
"","Kirill Nizhnikov","RW","BAR/SBY","17.468","63","6","14","6","20","26","123","4.88","0.1","0.22","0.1","0.32","0.41","1.95","827.72","13.14","0.43","1.01","0.43","1.45","1.88","8.92","13.72","13.86","47.91","50.56","-8.59","39.77","35","53","1","9","11.11","3","19","15.79","2","95","2.11","12","32","37.5"
"","DJ Busdeker","RW","SAG","17.977","68","9","11","5","20","25","147","6.12","0.13","0.16","0.07","0.29","0.37","2.16","898.91","13.22","0.6","0.73","0.33","1.33","1.67","9.81","14.54","14.07","46.01","49.5","3.43","48.19","40","43","3","25","12.0","3","28","10.71","3","94","3.19","47","101","46.53"
"","Givani Smith","RW","GUE/KIT","19.551","46","13","7","4","20","24","112","11.61","0.28","0.15","0.09","0.43","0.52","2.43","660.43","14.36","1.18","0.64","0.36","1.82","2.18","10.18","15.25","14.29","49.94","52.64","3.12","53.42","39","34","3","21","14.29","3","14","21.43","7","77","9.09","14","35","40.0"
"","Adam Timleck","RW","PBO","19.554","39","10","10","4","20","24","83","12.05","0.26","0.26","0.1","0.51","0.62","2.13","467.4","11.98","1.28","1.28","0.51","2.57","3.08","10.65","13.82","14.08","45.54","50.35","14.88","58.33","28","20","2","9","22.22","0","10","0.0","8","64","12.5","1","4","25.0"
"","Barret Kirwin","C","GUE","17.577","68","9","11","4","20","24","98","9.18","0.13","0.16","0.06","0.29","0.35","1.44","844.45","12.42","0.64","0.78","0.28","1.42","1.71","6.96","14.18","13.88","44.12","52.67","0.62","44.44","36","45","1","17","5.88","4","23","17.39","4","58","6.9","376","774","48.58"
"","Riley Damiani","C","KIT","17.492","64","12","8","4","20","24","131","9.16","0.19","0.12","0.06","0.31","0.38","2.05","832.97","13.02","0.86","0.58","0.29","1.44","1.73","9.44","14.7","14.66","52.87","49.71","-6.35","49.4","41","42","4","21","19.05","3","18","16.67","5","92","5.43","283","599","47.25"
"","Drake Pilon","RW","SBY","18.957","63","12","8","3","20","23","90","13.33","0.19","0.13","0.05","0.32","0.37","1.43","725.13","11.51","0.99","0.66","0.25","1.65","1.9","7.45","13.75","14.24","45.38","52.09","17.58","55.88","38","30","4","17","23.53","0","7","0.0","8","66","12.12","24","41","58.54"
"","Cade Robinson","RW","OS/ER","17.903","65","7","13","2","20","22","72","9.72","0.11","0.2","0.03","0.31","0.34","1.11","700.57","10.78","0.6","1.11","0.17","1.71","1.88","6.17","14.51","13.83","47.29","51.09","-11.34","42.42","28","38","4","16","25.0","2","11","18.18","1","45","2.22","9","23","39.13"
"","Damien Giroux","C","SAG","17.539","68","12","7","11","19","30","100","12.0","0.18","0.1","0.16","0.28","0.44","1.47","912.56","13.42","0.79","0.46","0.72","1.25","1.97","6.57","14.6","14.15","46.65","49.82","-1.44","44.71","38","47","3","22","13.64","2","16","12.5","7","62","11.29","370","747","49.53"
"","Ryan Roth","RW","SSM","17.158","68","12","7","6","19","25","92","13.04","0.18","0.1","0.09","0.28","0.37","1.35","812.5","11.95","0.89","0.52","0.44","1.4","1.85","6.79","15.06","14.09","64.65","49.1","8.84","70.13","54","23","7","20","35.0","1","14","7.14","4","58","6.9","2","6","33.33"
"","Tyler Rollo","LW","PBO/LDN","20.132","62","9","10","5","19","24","67","13.43","0.15","0.16","0.08","0.31","0.39","1.08","783.26","12.63","0.69","0.77","0.38","1.46","1.84","5.13","14.37","14.27","51.25","49.32","1.14","54.17","39","33","1","11","9.09","3","19","15.79","5","37","13.51","295","644","45.81"
"","Nick McHugh","LW","KIT","18.59","66","10","9","5","19","24","73","13.7","0.15","0.14","0.08","0.29","0.36","1.11","680.81","10.32","0.88","0.79","0.44","1.67","2.12","6.43","13.71","14.1","51.87","48.3","-7.37","49.12","28","29","4","8","50.0","0","7","0.0","6","58","10.34","17","35","48.57"
"","Nate Schnarr","C","GUE","18.558","57","8","11","4","19","23","109","7.34","0.14","0.19","0.07","0.33","0.4","1.91","829.7","14.56","0.58","0.8","0.29","1.37","1.66","7.88","15.42","14.21","43.56","50.65","-3.64","41.86","36","50","2","26","7.69","3","16","18.75","3","67","4.48","182","375","48.53"
"","Joey Keane","D","BAR","18.21","62","7","11","15","18","33","111","6.31","0.11","0.18","0.24","0.29","0.53","1.79","1035.75","16.71","0.41","0.64","0.87","1.04","1.91","6.43","14.18","14.18","58.06","48.2","5.42","61.94","83","51","0","2","0.0","0","4","0.0","7","105","6.67","0","0","0.0"
"","Cam Dineen","D","SAR/NB","19.245","65","8","10","14","18","32","104","7.69","0.12","0.15","0.22","0.28","0.49","1.6","1124.51","17.3","0.43","0.53","0.75","0.96","1.71","5.55","14.36","14.02","51.21","50.95","1.2","51.47","70","66","1","3","33.33","1","3","33.33","6","98","6.12","0","0","0.0"
"","Riley Stillman","D","HAM/OSH","19.524","62","5","13","10","18","28","93","5.38","0.08","0.21","0.16","0.29","0.45","1.5","960.07","15.48","0.31","0.81","0.62","1.12","1.75","5.81","13.89","14.08","55.59","50.35","6.47","60.19","65","43","0","1","0.0","0","4","0.0","5","88","5.68","0","0","0.0"
"","Alex Gritz","C","ER","17.002","67","12","6","9","18","27","93","12.9","0.18","0.09","0.13","0.27","0.4","1.39","877.99","13.1","0.82","0.41","0.62","1.23","1.85","6.36","13.94","13.56","45.41","49.64","-0.91","44.09","41","52","5","19","26.32","3","22","13.64","4","52","7.69","300","670","44.78"
"","Matt Brassard","D","OSH","19.108","67","7","11","8","18","26","140","5.0","0.1","0.16","0.12","0.27","0.39","2.09","1150.46","17.17","0.37","0.57","0.42","0.94","1.36","7.3","13.24","14.56","50.76","50.61","4.68","53.33","72","63","0","1","0.0","0","3","0.0","7","136","5.15","0","0","0.0"
"","Ryan McGregor","C","SAR","18.631","50","9","9","7","18","25","87","10.34","0.18","0.18","0.14","0.36","0.5","1.74","609.03","12.18","0.89","0.89","0.69","1.77","2.46","8.57","13.18","13.92","54.87","49.38","-1.71","54.29","38","32","4","15","26.67","3","25","12.0","2","47","4.26","365","690","52.9"
"","Mitchell Hoelscher","LW","OTT","17.638","67","8","10","5","18","23","86","9.3","0.12","0.15","0.07","0.27","0.34","1.28","728.61","10.87","0.66","0.82","0.41","1.48","1.89","7.08","13.03","13.77","45.88","50.89","2.53","49.25","33","34","1","20","5.0","4","18","22.22","3","48","6.25","261","487","53.59"
"","Michael Little","LW","MISS","17.569","65","13","5","5","18","23","98","13.27","0.2","0.08","0.08","0.28","0.35","1.51","753.12","11.59","1.04","0.4","0.4","1.43","1.83","7.81","15.18","13.9","48.43","49.66","5.34","52.11","37","34","6","17","35.29","6","15","40.0","1","66","1.52","38","77","49.35"
"","Brandon Coe","RW","NB","15.792","63","10","8","5","18","23","68","14.71","0.16","0.13","0.08","0.29","0.37","1.08","723.49","11.48","0.83","0.66","0.41","1.49","1.91","5.64","13.9","13.76","47.74","50.42","3.88","51.61","32","30","2","16","12.5","4","12","33.33","4","40","10.0","3","8","37.5"
"","Jacob Cascagnette","C","MISS/OTT","20.488","64","9","9","4","18","22","80","11.25","0.14","0.14","0.06","0.28","0.34","1.25","734.44","11.48","0.74","0.74","0.33","1.47","1.8","6.54","13.48","13.76","46.31","50.74","-15.2","37.5","27","45","2","10","20.0","2","12","16.67","5","58","8.62","215","422","50.95"
"","Eric Henderson","LW","OSH","19.401","66","7","11","4","18","22","103","6.8","0.11","0.17","0.06","0.27","0.33","1.56","772.58","11.71","0.54","0.85","0.31","1.4","1.71","8.0","13.18","13.68","50.53","49.99","0.73","51.35","38","36","4","17","23.53","0","6","0.0","3","80","3.75","46","104","44.23"
"","Matt Hotchkiss","LW","GUE/KGN","19.609","68","13","5","4","18","22","101","12.87","0.19","0.07","0.06","0.26","0.32","1.49","859.21","12.64","0.91","0.35","0.28","1.26","1.54","7.05","14.51","13.87","50.53","50.37","-6.52","44.59","33","41","4","21","19.05","5","18","27.78","4","62","6.45","27","65","41.54"
"","Cole Tymkin","RW","LDN","18.451","58","7","11","2","18","20","56","12.5","0.12","0.19","0.03","0.31","0.34","0.97","701.39","12.09","0.6","0.94","0.17","1.54","1.71","4.79","14.25","14.04","51.9","49.41","-2.95","49.18","30","31","2","12","16.67","2","9","22.22","3","35","8.57","3","6","50.0"
"","C.J. Clarke","RW","FLNT","18.604","66","11","7","2","18","20","110","10.0","0.17","0.11","0.03","0.27","0.3","1.67","728.07","11.03","0.91","0.58","0.16","1.48","1.65","9.07","13.73","13.87","35.96","52.15","4.99","38.57","27","43","5","10","50.0","3","14","21.43","3","86","3.49","5","17","29.41"
"","James McEwan","C","GUE","20.507","64","9","8","10","17","27","194","4.64","0.14","0.12","0.16","0.27","0.42","3.03","862.53","13.48","0.63","0.56","0.7","1.18","1.88","13.5","14.35","13.88","44.31","51.74","2.12","45.98","40","47","3","18","16.67","3","22","13.64","3","154","1.95","186","342","54.39"
"","Kyle Potts","C","NB","19.31","61","8","9","7","17","24","88","9.09","0.13","0.15","0.11","0.28","0.39","1.44","720.15","11.81","0.67","0.75","0.58","1.42","2.0","7.33","13.91","13.75","47.99","49.66","1.9","50.0","31","31","3","25","12.0","3","17","17.65","2","46","4.35","382","754","50.66"
"","Owen Headrick","D","ER","20.066","64","8","9","6","17","23","113","7.08","0.12","0.14","0.09","0.27","0.36","1.77","1135.8","17.75","0.42","0.48","0.32","0.9","1.22","5.97","13.8","14.2","45.4","50.41","-2.44","43.48","60","78","0","5","0.0","1","7","14.29","7","101","6.93","1","2","50.0"
"","Brendan Harrogate","RW","MISS/OSH","19.59","54","9","8","5","17","22","100","9.0","0.17","0.15","0.09","0.31","0.41","1.85","673.4","12.47","0.8","0.71","0.45","1.51","1.96","8.91","13.53","14.15","50.27","49.6","5.91","55.38","36","29","3","13","23.08","2","10","20.0","4","77","5.19","7","11","63.64"
"","Philip Tomasino","RW","NIAG","16.137","61","5","12","5","17","22","63","7.94","0.08","0.2","0.08","0.28","0.36","1.03","732.74","12.01","0.41","0.98","0.41","1.39","1.8","5.16","12.7","13.75","49.0","48.13","-8.99","43.84","32","41","3","15","20.0","0","11","0.0","2","37","5.41","138","297","46.46"
"","Danil Antropov","LW","OSH","16.74","59","10","7","5","17","22","54","18.52","0.17","0.12","0.08","0.29","0.37","0.92","736.4","12.48","0.81","0.57","0.41","1.39","1.79","4.4","13.33","13.92","51.14","48.58","-4.37","47.3","35","39","3","10","30.0","2","8","25.0","5","36","13.89","4","11","36.36"
"","Max Jones","LW","LDN/KGN","19.579","31","14","3","1","17","18","88","15.91","0.45","0.1","0.03","0.55","0.58","2.84","493.27","15.91","1.7","0.36","0.12","2.07","2.19","10.7","15.37","14.71","54.59","49.05","4.91","55.56","25","20","5","14","35.71","1","15","6.67","8","59","13.56","4","10","40.0"
"","Jordan Sambrook","D","SSM/ER","19.434","67","6","10","15","16","31","109","5.5","0.09","0.15","0.22","0.24","0.46","1.63","1211.5","18.08","0.3","0.5","0.74","0.79","1.54","5.4","14.29","14.14","54.45","51.07","13.76","62.5","95","57","1","2","50.0","1","3","33.33","4","104","3.85","0","0","0.0"
"","Markus Phillips","D","OS","18.492","68","4","12","9","16","25","102","3.92","0.06","0.18","0.13","0.24","0.37","1.5","1044.28","15.36","0.23","0.69","0.52","0.92","1.44","5.86","14.11","14.13","53.83","48.86","-1.21","52.8","66","59","1","2","50.0","0","4","0.0","3","96","3.12","0","0","0.0"
"","Benjamin Gleason","D","HAM","19.48","63","5","11","7","16","23","120","4.17","0.08","0.17","0.11","0.25","0.37","1.9","941.94","14.95","0.32","0.7","0.45","1.02","1.47","7.64","14.03","13.9","55.65","48.74","11.85","65.66","65","34","0","4","0.0","0","1","0.0","5","115","4.35","1","2","50.0"
"","Luke Moncada","LW","NB","17.301","67","8","8","6","16","22","76","10.53","0.12","0.12","0.09","0.24","0.33","1.13","716.61","10.7","0.67","0.67","0.5","1.34","1.84","6.36","14.3","13.68","48.73","49.95","1.81","48.28","28","30","3","11","27.27","2","11","18.18","3","54","5.56","124","268","46.27"
"","Sergey Popov","LW","LDN/KGN","17.473","63","9","7","5","16","21","103","8.74","0.14","0.11","0.08","0.25","0.33","1.63","707.99","11.24","0.76","0.59","0.42","1.36","1.78","8.73","13.58","13.48","50.78","48.0","-0.71","50.79","32","31","2","9","22.22","1","14","7.14","6","80","7.5","2","5","40.0"
"","Tyler Burnie","C","KGN","18.601","55","12","4","5","16","21","87","13.79","0.22","0.07","0.09","0.29","0.38","1.58","667.32","12.13","1.08","0.36","0.45","1.44","1.89","7.82","14.46","13.82","49.51","50.62","-6.43","47.46","28","31","4","15","26.67","5","20","25.0","3","52","5.77","394","755","52.19"
"","Jake Durham","RW","FLNT","18.445","68","5","11","5","16","21","82","6.1","0.07","0.16","0.07","0.24","0.31","1.21","800.35","11.77","0.37","0.82","0.37","1.2","1.57","6.15","13.8","14.02","34.8","51.32","-3.48","32.1","26","55","3","13","23.08","0","11","0.0","2","58","3.45","69","154","44.81"
"","Adam McMaster","C","NB","17.561","64","5","11","4","16","20","103","4.85","0.08","0.17","0.06","0.25","0.31","1.61","801.91","12.53","0.37","0.82","0.3","1.2","1.5","7.71","14.2","13.49","48.85","50.55","-2.6","45.33","34","41","1","16","6.25","0","19","0.0","4","68","5.88","165","403","40.94"
"","Cody Morgan","C","WSR/KGN","16.622","63","9","7","4","16","20","69","13.04","0.14","0.11","0.06","0.25","0.32","1.1","729.17","11.57","0.74","0.58","0.33","1.32","1.65","5.68","13.39","13.58","52.44","48.97","-4.97","47.62","30","33","5","11","45.45","3","19","15.79","1","39","2.56","166","376","44.15"
"","Christian Girhiny","LW","ER","19.072","56","8","8","3","16","19","91","8.79","0.14","0.14","0.05","0.29","0.34","1.62","714.21","12.75","0.67","0.67","0.25","1.34","1.6","7.64","14.27","13.6","45.72","50.88","2.36","47.22","34","38","3","16","18.75","2","13","15.38","3","62","4.84","0","4","0.0"
"","Luke Kutkevicius","C","WSR","19.48","40","12","4","3","16","19","45","26.67","0.3","0.1","0.07","0.4","0.47","1.12","504.71","12.62","1.43","0.48","0.36","1.9","2.26","5.35","14.0","14.08","51.33","48.9","11.74","61.36","27","17","4","12","33.33","3","10","30.0","5","23","21.74","109","232","46.98"
"","Nick Wong","C","OSH","15.998","63","12","4","2","16","18","59","20.34","0.19","0.06","0.03","0.25","0.29","0.94","646.78","10.27","1.11","0.37","0.19","1.48","1.67","5.47","13.18","13.42","50.9","48.29","-9.54","44.64","25","31","5","10","50.0","1","7","14.29","6","42","14.29","26","57","45.61"
