"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","David Sherman","LW","NB","17.334","33","3","1","3","4","7","30","10.0","0.09","0.03","0.09","0.12","0.21","0.91","350.5","10.62","0.51","0.17","0.51","0.68","1.2","5.14","13.96","13.66","48.59","51.5","-11.97","41.94","13","18","1","1","100.0","0","3","0.0","2","26","7.69","2","5","40.0"
"","Connor Walters","D","OS/HAM","18.281","60","0","4","3","4","7","49","0.0","0.0","0.07","0.05","0.07","0.12","0.82","858.08","14.3","0.0","0.28","0.21","0.28","0.49","3.43","14.13","14.01","43.53","51.56","5.88","45.98","40","47","0","0","0.0","0","3","0.0","0","46","0.0","0","0","0.0"
"","Ben Garagan","C","SBY","16.693","60","2","2","3","4","7","57","3.51","0.03","0.03","0.05","0.07","0.12","0.95","458.37","7.64","0.26","0.26","0.39","0.52","0.92","7.46","12.32","12.83","36.26","51.77","-3.51","33.33","10","20","1","6","16.67","0","17","0.0","1","34","2.94","151","355","42.54"
"","Bryce Yetman","RW","SSM/FLNT","18.566","45","2","2","2","4","6","40","5.0","0.04","0.04","0.04","0.09","0.13","0.89","452.28","10.05","0.27","0.27","0.27","0.53","0.8","5.31","13.37","13.4","48.21","50.03","-26.22","30.77","12","27","0","5","0.0","2","8","25.0","0","27","0.0","2","17","11.76"
"","Connor Warnholtz","LW","OTT","17.21","49","2","2","2","4","6","37","5.41","0.04","0.04","0.04","0.08","0.12","0.76","428.82","8.75","0.28","0.28","0.28","0.56","0.84","5.18","13.05","13.61","49.16","48.35","-7.67","42.86","12","16","0","5","0.0","0","13","0.0","2","19","10.53","15","41","36.59"
"","Matt Gillard","LW","NIAG","19.045","8","3","1","2","4","6","8","37.5","0.38","0.12","0.25","0.5","0.75","1.0","91.06","11.38","1.98","0.66","1.32","2.64","3.95","5.27","14.03","13.69","54.48","51.33","37.96","75.0","6","2","2","3","66.67","0","2","0.0","1","3","33.33","0","0","0.0"
"","Matt Latin","LW","OSH","18.497","51","2","2","2","4","6","33","6.06","0.04","0.04","0.04","0.08","0.12","0.65","428.93","8.41","0.28","0.28","0.28","0.56","0.84","4.62","12.97","13.87","44.49","49.64","-0.38","44.0","11","14","0","0","0.0","1","5","20.0","1","28","3.57","36","86","41.86"
"","Thomas Lattavo","RW","MISS","19.447","19","3","1","2","4","6","15","20.0","0.16","0.05","0.11","0.21","0.32","0.79","177.71","9.35","1.01","0.34","0.68","1.35","2.03","5.06","11.92","13.44","50.04","49.3","20.02","69.23","9","4","0","1","0.0","3","5","60.0","0","9","0.0","1","3","33.33"
"","Stephan Seeger","LW","FLNT","19.582","46","4","0","2","4","6","32","12.5","0.09","0.0","0.04","0.09","0.13","0.7","417.35","9.07","0.58","0.0","0.29","0.58","0.86","4.6","13.41","13.47","38.04","54.4","-5.06","35.48","11","20","1","1","100.0","0","3","0.0","3","28","10.71","1","5","20.0"
"","Nicolas Mattinen","D","LDN","17.534","39","3","1","1","4","5","37","8.11","0.08","0.03","0.03","0.1","0.13","0.95","426.45","10.93","0.42","0.14","0.14","0.56","0.7","5.21","12.41","13.24","59.01","46.31","-13.89","52.78","19","17","1","1","100.0","0","0","0.0","2","36","5.56","0","0","0.0"
"","Michael Holmes","D","SAG","18.615","50","2","2","1","4","5","24","8.33","0.04","0.04","0.02","0.08","0.1","0.48","710.3","14.21","0.17","0.17","0.08","0.34","0.42","2.03","13.22","13.84","41.81","52.79","1.15","42.68","35","47","0","0","0.0","0","1","0.0","2","23","8.7","0","1","0.0"
"","Mitchell Mendonca","C","HAM","17.175","43","1","3","0","4","4","34","2.94","0.02","0.07","0.0","0.09","0.09","0.79","354.66","8.25","0.17","0.51","0.0","0.68","0.68","5.75","13.02","13.53","39.7","53.82","-6.02","37.5","9","15","1","6","16.67","0","1","0.0","0","27","0.0","77","213","36.15"
"","Austin Grzenia","RW","KGN","17.323","26","3","1","0","4","4","24","12.5","0.12","0.04","0.0","0.15","0.15","0.92","191.69","7.37","0.94","0.31","0.0","1.25","1.25","7.51","12.21","13.6","50.35","52.48","-19.41","40.0","4","6","1","3","33.33","2","5","40.0","0","16","0.0","0","2","0.0"
"","Jacob Paquette","D","KGN","16.31","56","2","1","9","3","12","31","6.45","0.04","0.02","0.16","0.05","0.21","0.55","777.72","13.89","0.15","0.08","0.69","0.23","0.93","2.39","14.09","13.71","57.96","50.18","4.57","62.5","45","27","0","1","0.0","0","3","0.0","2","27","7.41","0","0","0.0"
"","Reagan O'Grady","D","SBY","16.753","55","1","2","7","3","10","49","2.04","0.02","0.04","0.13","0.05","0.18","0.89","759.31","13.81","0.08","0.16","0.55","0.24","0.79","3.87","12.93","13.48","38.12","50.82","12.39","45.05","41","50","0","2","0.0","0","4","0.0","1","43","2.33","1","2","50.0"
"","Nick Grima","D","PBO","16.529","45","2","1","6","3","9","33","6.06","0.04","0.02","0.13","0.07","0.2","0.73","469.22","10.43","0.26","0.13","0.77","0.38","1.15","4.22","13.79","13.36","51.93","48.73","4.99","55.81","24","19","0","0","0.0","0","2","0.0","2","31","6.45","0","0","0.0"
"","Connor Hall","D","KIT","17.566","39","2","1","5","3","8","34","5.88","0.05","0.03","0.13","0.08","0.21","0.87","542.55","13.91","0.22","0.11","0.55","0.33","0.88","3.76","14.55","14.44","60.87","49.99","-4.04","55.36","31","25","1","1","100.0","0","1","0.0","1","32","3.12","0","0","0.0"
"","Doug Blaisdell","D","KIT","18.568","61","1","2","4","3","7","57","1.75","0.02","0.03","0.07","0.05","0.11","0.93","770.22","12.63","0.08","0.16","0.31","0.23","0.55","4.44","13.6","13.47","59.62","50.09","-0.98","60.0","42","28","0","0","0.0","0","5","0.0","1","52","1.92","0","0","0.0"
"","Jack Hanley","D","HAM","17.408","58","0","3","3","3","6","29","0.0","0.0","0.05","0.05","0.05","0.1","0.5","741.31","12.78","0.0","0.24","0.24","0.24","0.49","2.35","13.47","13.71","41.6","50.12","-5.89","38.89","28","44","0","0","0.0","0","1","0.0","0","28","0.0","0","1","0.0"
"","Jared Walsh","D","MISS","19.332","26","1","2","3","3","6","27","3.7","0.04","0.08","0.12","0.12","0.23","1.04","335.06","12.89","0.18","0.36","0.54","0.54","1.07","4.83","13.65","13.73","50.21","50.3","28.13","67.86","19","9","1","2","50.0","0","1","0.0","0","24","0.0","0","0","0.0"
"","Connor Schlichting","D","SAR","18.333","44","0","3","3","3","6","22","0.0","0.0","0.07","0.07","0.07","0.14","0.5","491.7","11.18","0.0","0.37","0.37","0.37","0.73","2.68","12.9","13.25","56.24","45.17","6.79","65.12","28","15","0","0","0.0","0","0","0.0","0","22","0.0","1","1","100.0"
"","Jacob Ball","LW","NB","16.666","49","1","2","2","3","5","36","2.78","0.02","0.04","0.04","0.06","0.1","0.73","412.24","8.41","0.15","0.29","0.29","0.44","0.73","5.24","13.7","13.22","49.49","49.24","-0.4","48.0","12","13","0","1","0.0","1","5","20.0","0","30","0.0","48","113","42.48"
"","Stephen Templeton","D","OSH","18.637","55","2","1","2","3","5","30","6.67","0.04","0.02","0.04","0.05","0.09","0.55","721.98","13.13","0.17","0.08","0.17","0.25","0.42","2.49","13.01","14.07","46.78","51.35","-11.23","36.51","23","40","0","0","0.0","0","2","0.0","2","28","7.14","1","2","50.0"
"","Chase Stewart","D","SAG","18.41","45","1","2","2","3","5","24","4.17","0.02","0.04","0.04","0.07","0.11","0.53","593.41","13.19","0.1","0.2","0.2","0.3","0.51","2.43","13.18","13.61","42.52","53.09","-7.48","35.38","23","42","0","0","0.0","0","0","0.0","1","24","4.17","0","0","0.0"
"","Nick Deakin-Poot","C","GUE","16.633","58","3","0","2","3","5","56","5.36","0.05","0.0","0.03","0.05","0.09","0.97","568.04","9.79","0.32","0.0","0.21","0.32","0.53","5.92","13.26","13.43","29.47","52.44","-13.33","20.0","9","36","2","6","33.33","1","11","9.09","0","39","0.0","185","464","39.87"
"","Rocky Kaura","D","BAR/SAG","18.429","58","0","3","1","3","4","20","0.0","0.0","0.05","0.02","0.05","0.07","0.34","700.42","12.08","0.0","0.26","0.09","0.26","0.34","1.71","13.1","13.67","50.14","50.47","-8.33","41.67","30","42","0","0","0.0","0","0","0.0","0","20","0.0","0","0","0.0"
"","Conor  Cummins","D","SBY","19.609","67","2","1","1","3","4","63","3.17","0.03","0.01","0.01","0.04","0.06","0.94","936.42","13.98","0.13","0.06","0.06","0.19","0.26","4.04","12.87","14.07","36.04","52.49","-10.91","28.57","32","80","0","0","0.0","0","3","0.0","2","60","3.33","0","0","0.0"
"","Kyle Langdon","C","NIAG","17.057","50","2","1","1","3","4","28","7.14","0.04","0.02","0.02","0.06","0.08","0.56","356.0","7.12","0.34","0.17","0.17","0.51","0.67","4.72","12.23","13.37","46.26","50.05","-20.99","35.29","6","11","2","5","40.0","0","6","0.0","0","17","0.0","77","149","51.68"
"","Joseph Mizzi","LW","HAM","17.41","54","2","1","1","3","4","65","3.08","0.04","0.02","0.02","0.06","0.07","1.2","389.88","7.22","0.31","0.15","0.15","0.46","0.62","10.0","13.16","13.76","40.41","51.47","-22.84","21.05","4","15","0","0","0.0","2","14","14.29","0","51","0.0","0","4","0.0"
"","Sean Allen","D","KIT/OSH","17.405","42","0","3","1","3","4","17","0.0","0.0","0.07","0.02","0.07","0.1","0.4","425.14","10.12","0.0","0.42","0.14","0.42","0.56","2.4","12.65","13.85","47.22","52.68","-13.7","36.67","11","19","0","0","0.0","0","1","0.0","0","16","0.0","0","0","0.0"
"","William Lochead","D","NIAG","17.465","49","1","2","1","3","4","39","2.56","0.02","0.04","0.02","0.06","0.08","0.8","490.05","10.0","0.12","0.24","0.12","0.37","0.49","4.78","12.64","13.54","49.03","50.23","2.16","52.78","19","17","0","2","0.0","1","3","33.33","0","34","0.0","0","1","0.0"
"","Kyle West","LW","GUE","17.471","45","0","3","1","3","4","15","0.0","0.0","0.07","0.02","0.07","0.09","0.33","370.4","8.23","0.0","0.49","0.16","0.49","0.65","2.43","13.23","13.4","27.78","50.9","-9.35","23.08","6","20","0","2","0.0","0","3","0.0","0","10","0.0","1","4","25.0"
"","Zachary Roberts","LW","OS","16.118","10","1","2","1","3","4","10","10.0","0.1","0.2","0.1","0.3","0.4","1.0","114.68","11.47","0.52","1.05","0.52","1.57","2.09","5.23","13.28","12.87","45.84","51.94","22.97","54.55","6","5","0","0","0.0","0","3","0.0","1","7","14.29","22","52","42.31"
"","Luke Boka","RW","WSR","16.263","58","2","1","0","3","3","33","6.06","0.03","0.02","0.0","0.05","0.05","0.57","468.86","8.08","0.26","0.13","0.0","0.38","0.38","4.22","12.92","13.36","57.49","47.89","-6.06","53.57","15","13","0","2","0.0","1","9","11.11","1","22","4.55","37","94","39.36"
"","Marcus Dickerson","RW","MISS","17.649","56","3","0","0","3","3","31","9.68","0.05","0.0","0.0","0.05","0.05","0.55","434.5","7.76","0.41","0.0","0.0","0.41","0.41","4.28","12.4","13.72","49.27","50.8","-15.38","36.0","9","16","2","3","66.67","1","9","11.11","0","19","0.0","5","11","45.45"
"","Brock Philips","D","GUE","17.52","49","3","0","0","3","3","36","8.33","0.06","0.0","0.0","0.06","0.06","0.73","420.35","8.58","0.43","0.0","0.0","0.43","0.43","5.14","13.31","14.1","28.93","52.76","-15.49","16.67","5","25","1","6","16.67","1","4","25.0","1","26","3.85","1","4","25.0"
"","Greg Meireles","RW","KIT","16.707","7","1","2","0","3","3","7","14.29","0.14","0.29","0.0","0.43","0.43","1.0","68.8","9.83","0.87","1.74","0.0","2.62","2.62","6.1","14.84","12.45","59.03","42.22","-6.67","60.0","3","2","0","1","0.0","1","3","33.33","0","3","0.0","0","0","0.0"
"","Kyle Auger","D","WSR","16.704","28","1","2","0","3","3","18","5.56","0.04","0.07","0.0","0.11","0.11","0.64","318.82","11.39","0.19","0.38","0.0","0.56","0.56","3.39","12.75","13.18","57.69","49.51","10.09","65.38","17","9","0","1","0.0","1","4","25.0","0","13","0.0","0","0","0.0"
"","Trenton Bourque","D","OS/SBY","17.265","52","0","2","6","2","8","21","0.0","0.0","0.04","0.12","0.04","0.15","0.4","574.68","11.05","0.0","0.21","0.63","0.21","0.84","2.19","12.8","13.08","42.64","50.77","1.35","45.45","25","30","0","0","0.0","0","1","0.0","0","20","0.0","0","2","0.0"
"","Evan Bouchard","D","LDN","15.907","43","0","2","5","2","7","35","0.0","0.0","0.05","0.12","0.05","0.16","0.81","545.24","12.68","0.0","0.22","0.55","0.22","0.77","3.85","12.62","13.54","61.62","46.91","2.74","62.07","36","22","0","1","0.0","0","1","0.0","0","33","0.0","0","0","0.0"
"","Mitchell Byrne","D","ER","17.536","55","1","1","4","2","6","41","2.44","0.02","0.02","0.07","0.04","0.11","0.75","760.47","13.83","0.08","0.08","0.32","0.16","0.47","3.23","14.42","13.43","58.3","48.68","-1.79","58.33","42","30","0","0","0.0","0","1","0.0","1","40","2.5","0","0","0.0"
"","Mads Eller","LW","WSR","20.228","22","2","0","4","2","6","15","13.33","0.09","0.0","0.18","0.09","0.27","0.68","222.77","10.13","0.54","0.0","1.08","0.54","1.62","4.04","13.16","13.27","60.47","49.24","-7.53","50.0","9","9","0","1","0.0","1","6","16.67","1","8","12.5","0","0","0.0"
"","Keaton Middleton","D","SAG","17.597","66","0","2","3","2","5","65","0.0","0.0","0.03","0.05","0.03","0.08","0.98","951.94","14.42","0.0","0.13","0.19","0.13","0.32","4.1","13.32","13.85","43.4","51.03","-7.88","36.61","41","71","0","0","0.0","0","0","0.0","0","65","0.0","0","0","0.0"
"","Zach Gallant","C","PBO","16.531","51","0","2","2","2","4","38","0.0","0.0","0.04","0.04","0.04","0.08","0.75","437.91","8.59","0.0","0.27","0.27","0.27","0.55","5.21","12.65","12.77","44.25","47.39","-25.75","27.27","9","24","0","7","0.0","0","5","0.0","0","26","0.0","165","316","52.22"
"","Taylor Egan","D","ER","17.271","50","1","1","2","2","4","21","4.76","0.02","0.02","0.04","0.04","0.08","0.42","513.54","10.27","0.12","0.12","0.23","0.23","0.47","2.45","14.11","13.27","57.85","46.76","-15.87","42.86","18","24","0","0","0.0","0","1","0.0","1","20","5.0","0","0","0.0"
"","Nate Schnarr","C","GUE","16.556","6","1","1","2","2","4","5","20.0","0.17","0.17","0.33","0.33","0.67","0.83","77.55","12.92","0.77","0.77","1.55","1.55","3.09","3.87","13.65","13.12","30.45","57.13","46.67","66.67","4","2","1","1","100.0","0","0","0.0","0","4","0.0","16","29","55.17"
"","Haydn Hopkins","C","ER","18.527","31","1","1","2","2","4","13","7.69","0.03","0.03","0.06","0.06","0.13","0.42","223.61","7.21","0.27","0.27","0.54","0.54","1.07","3.49","12.71","13.55","55.34","53.11","-12.57","44.44","4","5","0","1","0.0","1","1","100.0","0","11","0.0","68","131","51.91"
"","Cole Fraser","D","PBO","16.066","50","0","2","1","2","3","23","0.0","0.0","0.04","0.02","0.04","0.06","0.46","477.66","9.55","0.0","0.25","0.13","0.25","0.38","2.89","13.31","13.41","50.34","47.55","-18.48","35.71","15","27","0","2","0.0","0","0","0.0","0","21","0.0","0","0","0.0"
"","Eddie Schulz","C","PBO","17.41","61","1","1","1","2","3","38","2.63","0.02","0.02","0.02","0.03","0.05","0.62","423.35","6.94","0.14","0.14","0.14","0.28","0.43","5.39","11.9","12.82","41.81","49.35","-29.97","22.73","5","17","0","4","0.0","0","5","0.0","1","29","3.45","189","334","56.59"
"","Noel Hoefenmayer","D","OTT","16.693","45","2","0","1","2","3","32","6.25","0.04","0.0","0.02","0.04","0.07","0.71","542.86","12.06","0.22","0.0","0.11","0.22","0.33","3.54","13.47","13.3","51.73","50.03","-20.93","34.04","16","31","0","0","0.0","1","4","25.0","1","28","3.57","0","0","0.0"
"","Justin Lemcke","D","HAM","18.588","19","1","1","1","2","3","17","5.88","0.05","0.05","0.05","0.11","0.16","0.89","294.16","15.48","0.2","0.2","0.2","0.41","0.61","3.47","13.38","13.6","42.25","50.34","-19.41","32.26","10","21","0","2","0.0","0","1","0.0","1","14","7.14","0","0","0.0"
"","Levi Tetrault","D","GUE","17.61","63","0","2","1","2","3","21","0.0","0.0","0.03","0.02","0.03","0.05","0.33","790.11","12.54","0.0","0.15","0.08","0.15","0.23","1.59","13.33","13.54","30.71","51.08","3.13","33.78","25","49","0","0","0.0","0","0","0.0","0","21","0.0","0","0","0.0"
"","Timo Haussener","LW","GUE","18.437","22","0","2","1","2","3","18","0.0","0.0","0.09","0.05","0.09","0.14","0.82","211.29","9.6","0.0","0.57","0.28","0.57","0.85","5.11","13.28","13.57","28.51","51.65","-2.95","23.08","3","10","0","1","0.0","0","4","0.0","0","13","0.0","1","2","50.0"
"","Sam Field","RW","KGN","17.613","37","0","2","1","2","3","26","0.0","0.0","0.05","0.03","0.05","0.08","0.7","281.85","7.62","0.0","0.43","0.21","0.43","0.64","5.53","11.81","13.65","52.06","49.09","-18.22","40.0","6","9","0","0","0.0","0","3","0.0","0","23","0.0","18","49","36.73"
"","Austin  Kosack","D","NB","20.488","6","1","1","1","2","3","6","16.67","0.17","0.17","0.17","0.33","0.5","1.0","89.81","14.97","0.67","0.67","0.67","1.34","2.0","4.01","13.6","14.11","50.35","50.27","40.28","77.78","7","2","0","0","0.0","0","0","0.0","1","6","16.67","0","0","0.0"
"","Riley MacRae","LW","ER","17.471","41","2","0","0","2","2","23","8.7","0.05","0.0","0.0","0.05","0.05","0.56","316.32","7.72","0.38","0.0","0.0","0.38","0.38","4.36","12.66","12.65","54.21","47.6","-13.27","44.44","8","10","0","0","0.0","0","4","0.0","2","19","10.53","85","188","45.21"
"","Jacob Drobczyk","C","KGN","18.396","11","0","2","0","2","2","8","0.0","0.0","0.18","0.0","0.18","0.18","0.73","89.5","8.14","0.0","1.34","0.0","1.34","1.34","5.36","13.12","13.86","52.76","55.46","30.17","75.0","3","1","0","1","0.0","0","2","0.0","0","5","0.0","9","27","33.33"
"","Kody Gagnon","D","BAR","18.703","17","2","0","0","2","2","9","22.22","0.12","0.0","0.0","0.12","0.12","0.53","149.55","8.8","0.8","0.0","0.0","0.8","0.8","3.61","11.94","12.58","56.6","43.73","-16.67","44.44","4","5","0","1","0.0","1","2","50.0","1","6","16.67","0","0","0.0"
"","Jake Ramalho","D","NB","17.312","37","0","2","0","2","2","10","0.0","0.0","0.05","0.0","0.05","0.05","0.27","325.73","8.8","0.0","0.37","0.0","0.37","0.37","1.84","13.05","13.81","48.89","51.55","-17.49","23.81","5","16","0","0","0.0","0","0","0.0","0","10","0.0","0","0","0.0"
"","Mark Bzowey","C","KIT","18.508","8","0","2","0","2","2","7","0.0","0.0","0.25","0.0","0.25","0.25","0.88","52.61","6.58","0.0","2.28","0.0","2.28","2.28","7.98","11.87","11.89","63.15","45.32","38.71","100.0","2","0","0","0","0.0","0","2","0.0","0","5","0.0","2","6","33.33"
"","Hayden Davis","D","NIAG","16.156","40","0","2","0","2","2","20","0.0","0.0","0.05","0.0","0.05","0.05","0.5","467.55","11.69","0.0","0.26","0.0","0.26","0.26","2.57","12.46","13.23","48.72","48.71","-14.96","40.0","16","24","0","0","0.0","0","1","0.0","0","19","0.0","0","0","0.0"
"","Brandon Bastasin","D","SBY","16.863","32","2","0","0","2","2","10","20.0","0.06","0.0","0.0","0.06","0.06","0.31","261.86","8.18","0.46","0.0","0.0","0.46","0.46","2.29","12.6","12.6","39.19","49.66","-3.84","28.57","6","15","0","0","0.0","0","0","0.0","2","10","20.0","0","0","0.0"
"","David Pearce","LW","OTT","17.684","19","1","1","0","2","2","16","6.25","0.05","0.05","0.0","0.11","0.11","0.84","178.1","9.37","0.34","0.34","0.0","0.67","0.67","5.39","12.57","12.2","48.21","46.34","-4.53","46.15","6","7","0","1","0.0","1","4","25.0","0","11","0.0","1","2","50.0"
"","Davis Brown","LW","SAR","20.211","11","2","0","0","2","2","18","11.11","0.18","0.0","0.0","0.18","0.18","1.64","118.54","10.78","1.01","0.0","0.0","1.01","1.01","9.11","12.82","14.57","54.94","43.26","-41.67","25.0","2","6","0","2","0.0","1","4","25.0","1","12","8.33","0","1","0.0"
"","Jarett Meyer","D","OS/SBY","18.924","66","0","1","5","1","6","46","0.0","0.0","0.02","0.08","0.02","0.09","0.7","897.42","13.6","0.0","0.07","0.33","0.07","0.4","3.08","12.91","13.65","41.16","49.22","-2.01","36.67","33","57","0","0","0.0","0","1","0.0","0","45","0.0","0","0","0.0"
"","Ryan Orban","D","OTT","18.147","61","0","1","4","1","5","33","0.0","0.0","0.02","0.07","0.02","0.08","0.54","903.6","14.81","0.0","0.07","0.27","0.07","0.33","2.19","13.38","13.74","51.73","49.4","-1.13","51.09","47","45","0","0","0.0","0","1","0.0","0","32","0.0","1","1","100.0"
"","Nathan Billitier","D","KGN","19.324","53","0","1","4","1","5","28","0.0","0.0","0.02","0.08","0.02","0.09","0.53","739.85","13.96","0.0","0.08","0.32","0.08","0.41","2.27","13.1","13.52","56.13","48.58","-13.52","48.57","34","36","0","0","0.0","0","2","0.0","0","26","0.0","2","2","100.0"
"","Cameron Lizotte","D","BAR/PBO","18.062","60","0","1","4","1","5","38","0.0","0.0","0.02","0.07","0.02","0.08","0.63","817.94","13.63","0.0","0.07","0.29","0.07","0.37","2.79","13.65","13.79","53.97","49.76","-17.53","42.86","39","52","0","0","0.0","0","0","0.0","0","38","0.0","0","0","0.0"
"","Brady Lyle","D","NB","16.28","44","0","1","4","1","5","32","0.0","0.0","0.02","0.09","0.02","0.11","0.73","521.06","11.84","0.0","0.12","0.46","0.12","0.58","3.68","12.72","13.13","48.42","48.71","-7.33","47.06","24","27","0","1","0.0","0","0","0.0","0","31","0.0","0","0","0.0"
"","Konstantin Chernyuk","D","KGN","17.588","37","0","1","3","1","4","22","0.0","0.0","0.03","0.08","0.03","0.11","0.59","410.45","11.09","0.0","0.15","0.44","0.15","0.58","3.22","12.71","13.13","53.7","44.76","21.04","74.19","23","8","0","1","0.0","0","2","0.0","0","19","0.0","0","0","0.0"
"","Matt Brassard","D","BAR","17.106","28","1","0","3","1","4","12","8.33","0.04","0.0","0.11","0.04","0.14","0.43","249.99","8.93","0.24","0.0","0.72","0.24","0.96","2.88","13.67","12.91","58.04","45.67","19.66","78.95","15","4","0","1","0.0","1","1","100.0","0","10","0.0","0","0","0.0"
"","Graeme Brown","D","KGN","19.335","53","1","0","2","1","3","32","3.12","0.02","0.0","0.04","0.02","0.06","0.6","529.12","9.98","0.11","0.0","0.23","0.11","0.34","3.63","12.87","13.34","54.69","48.37","-15.68","45.95","17","20","1","2","50.0","0","2","0.0","0","28","0.0","1","1","100.0"
"","Kyle Rhodes","D","GUE","17.725","39","1","0","2","1","3","31","3.23","0.03","0.0","0.05","0.03","0.08","0.79","505.0","12.95","0.12","0.0","0.24","0.12","0.36","3.68","13.5","13.53","31.06","55.31","-12.56","22.22","10","35","0","1","0.0","0","1","0.0","1","29","3.45","0","0","0.0"
"","William Brown","D","OTT","17.372","29","1","0","1","1","2","14","7.14","0.03","0.0","0.03","0.03","0.07","0.48","276.2","9.52","0.22","0.0","0.22","0.22","0.43","3.04","13.17","13.72","50.53","48.85","-1.44","47.62","10","11","0","0","0.0","0","2","0.0","1","12","8.33","0","0","0.0"
"","Evan Krassey","RW","NIAG/HAM","17.46","44","1","0","1","1","2","23","4.35","0.02","0.0","0.02","0.02","0.05","0.52","324.71","7.38","0.18","0.0","0.18","0.18","0.37","4.25","11.98","13.38","39.86","51.79","-34.0","18.75","3","13","0","2","0.0","0","1","0.0","1","20","5.0","0","2","0.0"
"","Shaun Bily","C","ER","17.564","7","1","0","1","1","2","4","25.0","0.14","0.0","0.14","0.14","0.29","0.57","89.6","12.8","0.67","0.0","0.67","0.67","1.34","2.68","13.36","12.73","55.0","50.95","-26.99","44.44","4","5","0","0","0.0","0","0","0.0","1","4","25.0","4","8","50.0"
"","Aidan Brown","RW","BAR","15.981","34","1","0","1","1","2","19","5.26","0.03","0.0","0.03","0.03","0.06","0.56","239.61","7.05","0.25","0.0","0.25","0.25","0.5","4.76","12.18","13.09","55.08","47.51","-1.37","58.33","7","5","0","4","0.0","1","5","20.0","0","10","0.0","0","5","0.0"
"","Brody Morris","D","HAM","19.379","60","1","0","1","1","2","35","2.86","0.02","0.0","0.02","0.02","0.03","0.58","681.2","11.35","0.09","0.0","0.09","0.09","0.18","3.08","13.23","13.36","41.16","48.84","-10.92","33.33","21","42","0","1","0.0","1","3","33.33","0","31","0.0","0","2","0.0"
"","Misha Moor","D","OSH","18.385","36","0","1","1","1","2","18","0.0","0.0","0.03","0.03","0.03","0.06","0.5","348.01","9.67","0.0","0.17","0.17","0.17","0.34","3.1","12.75","13.56","45.05","50.74","-18.61","31.82","7","15","0","0","0.0","0","1","0.0","0","17","0.0","2","4","50.0"
"","Robert Proner","D","SAG","16.515","9","0","1","1","1","2","10","0.0","0.0","0.11","0.11","0.11","0.22","1.11","104.47","11.61","0.0","0.57","0.57","0.57","1.15","5.74","13.29","13.37","44.59","50.32","5.12","46.15","6","7","0","0","0.0","0","0","0.0","0","10","0.0","0","0","0.0"
"","Vincent Scognamiglio","LW","FLNT","19.039","16","0","1","0","1","1","19","0.0","0.0","0.06","0.0","0.06","0.06","1.19","155.03","9.69","0.0","0.39","0.0","0.39","0.39","7.35","13.73","13.26","41.86","51.89","-15.85","33.33","4","8","0","3","0.0","0","3","0.0","0","13","0.0","3","6","50.0"
"","C.J. Clarke","RW","PBO","16.603","53","0","1","0","1","1","42","0.0","0.0","0.02","0.0","0.02","0.02","0.79","350.35","6.61","0.0","0.17","0.0","0.17","0.17","7.19","11.78","13.0","42.21","49.29","-46.89","5.88","1","16","0","5","0.0","0","4","0.0","0","33","0.0","2","10","20.0"
"","Chiwetin Blacksmith","LW","BAR","18.297","17","0","1","0","1","1","2","0.0","0.0","0.06","0.0","0.06","0.06","0.12","93.16","5.48","0.0","0.64","0.0","0.64","0.64","1.29","12.13","11.12","52.54","56.11","5.56","50.0","1","1","0","0","0.0","0","1","0.0","0","1","0.0","0","1","0.0"
"","Zack Dorval","C","KGN","17.408","38","1","0","0","1","1","40","2.5","0.03","0.0","0.0","0.03","0.03","1.05","306.69","8.07","0.2","0.0","0.0","0.2","0.2","7.83","11.76","13.36","53.28","48.76","-38.41","25.0","4","12","0","5","0.0","1","16","6.25","0","19","0.0","103","221","46.61"
"","Charley Graaskamp","C","SBY","19.625","3","1","0","0","1","1","1","100.0","0.33","0.0","0.0","0.33","0.33","0.33","25.95","8.65","2.31","0.0","0.0","2.31","2.31","2.31","13.37","13.04","34.83","48.77","31.82","50.0","1","1","0","0","0.0","1","1","100.0","0","0","0.0","3","8","37.5"
"","Christian Mieritz","D","HAM/GUE","17.961","44","0","1","0","1","1","21","0.0","0.0","0.02","0.0","0.02","0.02","0.48","461.64","10.49","0.0","0.13","0.0","0.13","0.13","2.73","13.22","13.49","35.25","52.47","0.78","32.5","13","27","0","0","0.0","0","0","0.0","0","21","0.0","0","0","0.0"
"","Greg Smith","LW","OS","17.457","14","0","1","0","1","1","8","0.0","0.0","0.07","0.0","0.07","0.07","0.57","152.14","10.87","0.0","0.39","0.0","0.39","0.39","3.16","12.98","13.34","46.37","48.14","-22.73","25.0","3","9","0","1","0.0","0","2","0.0","0","5","0.0","16","36","44.44"
