"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Cristiano DiGiacinto","LW","WSR","19.683","63","13","11","9","24","33","109","11.93","0.21","0.17","0.14","0.38","0.52","1.73","790.98","12.56","0.99","0.83","0.68","1.82","2.5","8.27","13.66","13.62","58.35","48.82","6.84","63.38","45","26","2","14","14.29","4","30","13.33","7","65","10.77","2","10","20.0"
"","Mason Marchment","LW","MISS/HAM","20.247","61","11","13","8","24","32","90","12.22","0.18","0.21","0.13","0.39","0.52","1.48","892.45","14.63","0.74","0.87","0.54","1.61","2.15","6.05","13.79","13.75","46.55","49.18","3.29","46.15","42","49","2","6","33.33","4","22","18.18","5","62","8.06","61","121","50.41"
"","Ryan Moore","LW","FLNT","18.437","68","16","8","7","24","31","116","13.79","0.24","0.12","0.1","0.35","0.46","1.71","968.13","14.24","0.99","0.5","0.43","1.49","1.92","7.19","14.12","13.9","40.9","52.77","3.79","43.14","44","58","0","9","0.0","11","26","42.31","5","81","6.17","400","827","48.37"
"","Kole Sherwood","RW","LDN","18.648","63","9","15","7","24","31","121","7.44","0.14","0.24","0.11","0.38","0.49","1.92","761.02","12.08","0.71","1.18","0.55","1.89","2.44","9.54","12.96","13.37","62.42","46.86","-8.81","57.53","42","31","3","10","30.0","2","22","9.09","4","89","4.49","20","35","57.14"
"","Troy Lajeunesse","C","SAR","18.325","62","12","12","7","24","31","84","14.29","0.19","0.19","0.11","0.39","0.5","1.35","724.49","11.69","0.99","0.99","0.58","1.99","2.57","6.96","14.17","13.75","57.33","48.29","7.48","65.15","43","23","3","10","30.0","4","19","21.05","5","55","9.09","252","524","48.09"
"","Bryson Cianfrone","C","OS","20.586","58","10","14","7","24","31","99","10.1","0.17","0.24","0.12","0.41","0.53","1.71","792.26","13.66","0.76","1.06","0.53","1.82","2.35","7.5","14.08","14.24","48.5","52.8","12.24","60.81","45","29","2","11","18.18","3","17","17.65","5","71","7.04","419","759","55.2"
"","Jared Steege","LW","KGN","19.691","58","16","8","5","24","29","112","14.29","0.28","0.14","0.09","0.41","0.5","1.93","703.29","12.13","1.37","0.68","0.43","2.05","2.47","9.56","14.02","13.71","56.67","47.47","-4.41","55.93","33","26","2","4","50.0","4","26","15.38","10","82","12.2","35","70","50.0"
"","Nicholas Caamano","RW","FLNT","17.024","64","15","9","4","24","28","120","12.5","0.23","0.14","0.06","0.38","0.44","1.88","944.85","14.76","0.95","0.57","0.25","1.52","1.78","7.62","14.11","14.03","40.79","51.97","-1.19","39.81","41","62","5","21","23.81","5","24","20.83","5","75","6.67","12","21","57.14"
"","Owen MacDonald","C","LDN","19.313","60","14","10","4","24","28","86","16.28","0.23","0.17","0.07","0.4","0.47","1.43","700.05","11.67","1.2","0.86","0.34","2.06","2.4","7.37","12.79","13.76","62.07","47.01","-2.69","63.64","42","24","3","12","25.0","4","22","18.18","7","52","13.46","350","633","55.29"
"","Sam  Studnicka","C","OTT/SAR","20.668","60","14","10","4","24","28","96","14.58","0.23","0.17","0.07","0.4","0.47","1.6","778.64","12.98","1.08","0.77","0.31","1.85","2.16","7.4","14.36","13.79","55.51","51.18","2.26","56.25","45","35","6","21","28.57","4","24","16.67","4","51","7.84","491","821","59.81"
"","Tim Gettinger","LW","SSM","17.424","60","13","11","4","24","28","136","9.56","0.22","0.18","0.07","0.4","0.47","2.27","847.61","14.13","0.92","0.78","0.28","1.7","1.98","9.63","14.32","13.53","51.38","48.57","0.0","50.0","44","44","3","15","20.0","5","25","20.0","5","96","5.21","5","11","45.45"
"","Nikita Korostelev","RW","SAR","18.601","53","15","9","2","24","26","121","12.4","0.28","0.17","0.04","0.45","0.49","2.28","682.37","12.87","1.32","0.79","0.18","2.11","2.29","10.64","14.03","13.89","57.36","49.86","1.65","59.7","40","27","4","17","23.53","4","15","26.67","7","89","7.87","19","40","47.5"
"","Adam Timleck","RW","PBO","17.553","59","17","6","9","23","32","112","15.18","0.29","0.1","0.15","0.39","0.54","1.9","800.84","13.57","1.27","0.45","0.67","1.72","2.4","8.39","14.37","13.61","51.12","47.52","6.27","56.04","51","40","5","15","33.33","6","25","24.0","6","72","8.33","8","16","50.0"
"","Pavel Jenys","RW","NIAG/SBY","19.456","66","13","10","9","23","32","118","11.02","0.2","0.15","0.14","0.35","0.48","1.79","870.83","13.19","0.9","0.69","0.62","1.58","2.2","8.13","13.6","13.82","45.61","49.26","9.85","53.57","45","39","6","22","27.27","3","17","17.65","4","79","5.06","6","16","37.5"
"","Patrick White","C","SAR","19.59","62","15","8","6","23","29","83","18.07","0.24","0.13","0.1","0.37","0.47","1.34","740.38","11.94","1.22","0.65","0.49","1.86","2.35","6.73","13.34","13.76","58.21","50.83","4.19","61.19","41","26","4","10","40.0","6","20","30.0","5","53","9.43","16","28","57.14"
"","Brendan  Perlini","LW","NIAG","19.387","57","18","5","6","23","29","146","12.33","0.32","0.09","0.11","0.4","0.51","2.56","785.02","13.77","1.38","0.38","0.46","1.76","2.22","11.16","14.16","14.41","51.63","51.94","0.5","52.05","38","35","3","22","13.64","4","29","13.79","11","95","11.58","5","11","45.45"
"","Johnny Corneil","LW","NIAG","18.084","68","13","9","11","22","33","90","14.44","0.19","0.13","0.16","0.32","0.49","1.32","905.09","13.31","0.86","0.6","0.73","1.46","2.19","5.97","14.18","14.13","53.69","50.17","14.51","62.96","51","30","6","12","50.0","3","16","18.75","4","62","6.45","14","30","46.67"
"","Hayden McCool","LW","WSR","18.432","68","13","9","10","22","32","82","15.85","0.19","0.13","0.15","0.32","0.47","1.21","811.31","11.93","0.96","0.67","0.74","1.63","2.37","6.06","13.26","13.79","56.79","48.61","10.31","65.71","46","24","4","13","30.77","1","17","5.88","8","52","15.38","162","349","46.42"
"","Anthony Cirelli","C","OSH","18.171","62","8","14","10","22","32","101","7.92","0.13","0.23","0.16","0.35","0.52","1.63","877.7","14.16","0.55","0.96","0.68","1.5","2.19","6.9","14.01","14.4","47.91","53.78","4.51","46.84","37","42","1","12","8.33","0","22","0.0","7","67","10.45","510","929","54.9"
"","Connor Brown","LW","SAG","20.154","68","13","9","7","22","29","123","10.57","0.19","0.13","0.1","0.32","0.43","1.81","1007.9","14.82","0.77","0.54","0.42","1.31","1.73","7.32","13.71","14.0","42.79","51.66","-7.85","36.36","44","77","0","15","0.0","5","21","23.81","8","87","9.2","214","453","47.24"
"","Graham Knott","LW","NIAG","18.673","68","8","14","7","22","29","79","10.13","0.12","0.21","0.1","0.32","0.43","1.16","897.93","13.2","0.53","0.94","0.47","1.47","1.94","5.28","14.0","14.25","50.92","50.83","-5.61","48.75","39","41","2","12","16.67","1","21","4.76","5","46","10.87","292","657","44.44"
"","Cam Dineen","D","NB","17.243","68","11","11","7","22","29","124","8.87","0.16","0.16","0.1","0.32","0.43","1.82","1181.91","17.38","0.56","0.56","0.36","1.12","1.47","6.29","14.31","13.87","51.98","50.35","9.66","55.56","75","60","1","6","16.67","2","5","40.0","8","113","7.08","0","0","0.0"
"","Tye Felhaber","LW","SAG","17.115","64","12","10","6","22","28","117","10.26","0.19","0.16","0.09","0.34","0.44","1.83","802.13","12.53","0.9","0.75","0.45","1.65","2.09","8.75","13.5","13.6","43.24","51.54","-6.84","37.08","33","56","1","7","14.29","3","25","12.0","8","85","9.41","212","475","44.63"
"","Cole Carter","RW","WSR","17.197","68","3","19","5","22","27","74","4.05","0.04","0.28","0.07","0.32","0.4","1.09","818.21","12.03","0.22","1.39","0.37","1.61","1.98","5.43","13.42","13.38","57.8","49.01","3.48","60.56","43","28","0","6","0.0","2","17","11.76","1","51","1.96","7","13","53.85"
"","Daniel Muzito-Bagenda","RW","MISS","19.25","63","14","8","5","22","27","91","15.38","0.22","0.13","0.08","0.35","0.43","1.44","759.35","12.05","1.11","0.63","0.4","1.74","2.13","7.19","13.76","13.52","49.83","49.48","7.15","53.03","35","31","4","12","33.33","5","26","19.23","5","53","9.43","28","56","50.0"
"","Ethan Szypula","C","OS","18.631","65","12","9","9","21","30","174","6.9","0.18","0.14","0.14","0.32","0.46","2.68","956.34","14.71","0.75","0.56","0.56","1.32","1.88","10.92","14.19","13.91","48.24","52.4","0.28","48.39","45","48","2","14","14.29","8","44","18.18","2","116","1.72","257","593","43.34"
"","Gabriel Vilardi","C","WSR","16.085","62","13","8","6","21","27","95","13.68","0.21","0.13","0.1","0.34","0.44","1.53","758.36","12.23","1.03","0.63","0.47","1.66","2.14","7.52","13.31","13.5","58.42","50.61","-6.83","52.31","34","31","5","13","38.46","7","28","25.0","1","54","1.85","226","494","45.75"
"","Matthew Kreis","LW","SAG","18.125","65","11","10","6","21","27","109","10.09","0.17","0.15","0.09","0.32","0.42","1.68","766.08","11.79","0.86","0.78","0.47","1.64","2.11","8.54","13.93","13.68","44.12","49.49","11.7","50.63","40","39","2","13","15.38","3","17","17.65","6","79","7.59","204","458","44.54"
"","Ben Fanjoy","C","OTT","18.352","66","16","5","5","21","26","77","20.78","0.24","0.08","0.08","0.32","0.39","1.17","814.76","12.34","1.18","0.37","0.37","1.55","1.91","5.67","13.58","13.72","49.68","49.7","1.32","52.0","39","36","4","10","40.0","5","21","23.81","7","46","15.22","284","558","50.9"
"","Michael Cramarossa","LW","HAM","19.313","62","9","12","5","21","26","78","11.54","0.15","0.19","0.08","0.34","0.42","1.26","888.24","14.33","0.61","0.81","0.34","1.42","1.76","5.27","13.8","13.96","41.75","51.46","0.55","42.55","40","54","0","14","0.0","5","19","26.32","4","45","8.89","15","24","62.5"
"","Bradley  Latour","LW","WSR","20.009","65","11","10","5","21","26","120","9.17","0.17","0.15","0.08","0.32","0.4","1.85","682.34","10.5","0.97","0.88","0.44","1.85","2.29","10.55","14.06","13.98","58.27","49.07","-1.31","55.77","29","23","3","9","33.33","2","21","9.52","6","90","6.67","7","17","41.18"
"","Jake Marchment","C","ER","20.326","60","14","6","12","20","32","134","10.45","0.23","0.1","0.2","0.33","0.53","2.23","848.01","14.13","0.99","0.42","0.85","1.42","2.26","9.48","14.54","13.58","58.84","49.74","-2.17","57.83","48","35","3","12","25.0","0","24","0.0","11","98","11.22","513","802","63.97"
"","Josh Burnside","LW","MISS","20.595","55","8","12","9","20","29","73","10.96","0.15","0.22","0.16","0.36","0.53","1.33","865.04","15.73","0.55","0.83","0.62","1.39","2.01","5.06","14.59","13.75","51.49","48.54","5.71","52.38","44","40","2","12","16.67","4","14","28.57","2","47","4.26","6","15","40.0"
"","Joe Manchurek","LW","OSH","19.1","66","13","7","8","20","28","118","11.02","0.2","0.11","0.12","0.3","0.42","1.79","823.89","12.48","0.95","0.51","0.58","1.46","2.04","8.59","13.79","14.24","46.57","50.77","18.88","58.57","41","29","3","10","30.0","4","21","19.05","6","87","6.9","24","49","48.98"
"","Anthony Salinitri","LW","SAR","17.534","62","14","6","7","20","27","97","14.43","0.23","0.1","0.11","0.32","0.44","1.56","754.29","12.17","1.11","0.48","0.56","1.59","2.15","7.72","13.81","13.76","57.26","50.38","-12.2","47.89","34","37","3","19","15.79","7","24","29.17","4","54","7.41","261","494","52.83"
"","Miles  Liberati","D","KIT/NB","20.239","66","11","9","6","20","26","127","8.66","0.17","0.14","0.09","0.3","0.39","1.92","1033.19","15.65","0.64","0.52","0.35","1.16","1.51","7.38","13.85","13.69","55.32","49.89","-3.36","51.33","58","55","1","5","20.0","1","5","20.0","9","117","7.69","0","0","0.0"
"","Josh Sterk","C","OS","20.663","64","6","14","5","20","25","91","6.59","0.09","0.22","0.08","0.31","0.39","1.42","812.15","12.69","0.44","1.03","0.37","1.48","1.85","6.72","13.8","13.98","49.64","52.09","1.79","48.65","36","38","1","11","9.09","2","17","11.76","3","63","4.76","142","294","48.3"
"","Daniel Nikandrov","C","SAR/PBO","20.616","67","5","15","4","20","24","56","8.93","0.07","0.22","0.06","0.3","0.36","0.84","815.4","12.17","0.37","1.1","0.29","1.47","1.77","4.12","14.16","13.89","51.68","49.66","-7.21","47.62","40","44","1","11","9.09","3","11","27.27","1","34","2.94","516","883","58.44"
"","David Levin","LW","SBY","16.0","47","6","14","3","20","23","62","9.68","0.13","0.3","0.06","0.43","0.49","1.32","617.79","13.14","0.58","1.36","0.29","1.94","2.23","6.02","13.43","13.19","39.4","49.37","6.86","41.89","31","43","1","9","11.11","4","12","33.33","1","41","2.44","219","514","42.61"
"","Anthony DiFruscia","RW","NIAG","20.408","67","12","8","3","20","23","93","12.9","0.18","0.12","0.04","0.3","0.34","1.39","842.8","12.58","0.85","0.57","0.21","1.42","1.64","6.62","13.95","14.27","52.11","51.73","-9.2","46.58","34","39","4","20","20.0","2","14","14.29","6","59","10.17","10","42","23.81"
"","Everett Clark","C","MISS","19.65","59","11","9","3","20","23","97","11.34","0.19","0.15","0.05","0.34","0.39","1.64","847.18","14.36","0.78","0.64","0.21","1.42","1.63","6.87","13.49","13.85","48.96","50.23","-6.78","45.88","39","46","6","17","35.29","3","21","14.29","2","59","3.39","474","856","55.37"
"","Ivan Lodnia","RW","ER","16.044","62","11","8","9","19","28","91","12.09","0.18","0.13","0.15","0.31","0.45","1.47","757.52","12.22","0.87","0.63","0.71","1.5","2.22","7.21","14.26","13.17","57.15","48.0","-3.47","56.72","38","29","2","12","16.67","5","13","38.46","4","66","6.06","15","46","32.61"
"","Austen Keating","C","OTT","16.529","50","8","11","7","19","26","65","12.31","0.16","0.22","0.14","0.38","0.52","1.3","646.53","12.93","0.74","1.02","0.65","1.76","2.41","6.03","14.28","13.72","51.66","49.4","7.21","56.92","37","28","1","7","14.29","3","14","21.43","4","44","9.09","94","203","46.31"
"","Cliff Pu","C","LDN","17.287","63","11","8","6","19","25","76","14.47","0.17","0.13","0.1","0.3","0.4","1.21","709.35","11.26","0.93","0.68","0.51","1.61","2.11","6.43","13.04","13.61","62.2","47.62","-14.82","53.12","34","30","3","15","20.0","4","20","20.0","4","41","9.76","342","636","53.77"
"","Brandon Robinson","LW","KIT","19.926","55","12","7","6","19","25","105","11.43","0.22","0.13","0.11","0.35","0.45","1.91","740.22","13.46","0.97","0.57","0.49","1.54","2.03","8.51","14.8","13.97","59.99","48.11","8.83","65.28","47","25","4","13","30.77","1","13","7.69","7","79","8.86","6","22","27.27"
"","Ryan McGregor","C","SAR","16.63","58","11","8","5","19","24","65","16.92","0.19","0.14","0.09","0.33","0.41","1.12","703.26","12.13","0.94","0.68","0.43","1.62","2.05","5.55","13.6","13.29","57.73","48.6","-5.29","56.25","36","28","5","13","38.46","4","20","20.0","2","32","6.25","24","45","53.33"
"","Rasmus Andersson","D","BAR","18.886","64","4","14","17","18","35","141","2.84","0.06","0.22","0.27","0.28","0.55","2.2","1098.96","17.17","0.22","0.76","0.93","0.98","1.91","7.7","14.23","13.98","59.36","48.38","5.08","62.22","84","51","1","3","33.33","0","5","0.0","3","133","2.26","1","2","50.0"
"","Patrick Murphy","D","SBY","20.682","68","10","8","5","18","23","119","8.4","0.15","0.12","0.07","0.26","0.34","1.75","839.19","12.34","0.71","0.57","0.36","1.29","1.64","8.51","13.24","13.87","37.77","50.95","9.68","43.01","40","53","2","11","18.18","3","18","16.67","5","90","5.56","1","9","11.11"
"","David Miller","C","KIT","18.974","52","11","7","5","18","23","80","13.75","0.21","0.13","0.1","0.35","0.44","1.54","687.32","13.22","0.96","0.61","0.44","1.57","2.01","6.98","14.05","13.43","59.71","48.94","-7.95","52.94","36","32","5","14","35.71","2","15","13.33","4","51","7.84","166","319","52.04"
"","Trent Mallette","RW","OTT","19.061","66","9","9","4","18","22","72","12.5","0.14","0.14","0.06","0.27","0.33","1.09","759.24","11.5","0.71","0.71","0.32","1.42","1.74","5.69","13.66","13.67","49.9","49.32","-8.06","45.45","30","36","2","8","25.0","3","20","15.0","4","44","9.09","3","11","27.27"
"","Jordan Sambrook","D","ER","17.432","67","9","8","6","17","23","62","14.52","0.13","0.12","0.09","0.25","0.34","0.93","957.61","14.29","0.56","0.5","0.38","1.07","1.44","3.88","13.97","13.58","57.96","50.26","-3.8","54.74","52","43","2","3","66.67","2","5","40.0","5","54","9.26","1","1","100.0"
"","Matt Schmalz","RW","SBY","19.488","65","5","12","5","17","22","80","6.25","0.08","0.18","0.08","0.26","0.34","1.23","866.65","13.33","0.35","0.83","0.35","1.18","1.52","5.54","13.02","13.88","34.96","52.4","-13.52","27.0","27","73","2","19","10.53","2","28","7.14","1","33","3.03","34","88","38.64"
"","Morgan Frost","C","SSM","16.343","65","7","10","5","17","22","61","11.48","0.11","0.15","0.08","0.26","0.34","0.94","740.56","11.39","0.57","0.81","0.41","1.38","1.78","4.94","13.46","13.12","49.8","47.78","-6.28","46.48","33","38","1","5","20.0","2","7","28.57","4","49","8.16","209","441","47.39"
"","Matt Hotchkiss","LW","GUE","17.607","67","7","10","3","17","20","93","7.53","0.1","0.15","0.04","0.25","0.3","1.39","900.78","13.44","0.47","0.67","0.2","1.13","1.33","6.19","13.95","13.74","30.2","53.66","0.63","30.68","27","61","2","5","40.0","3","30","10.0","2","58","3.45","111","232","47.84"
"","Max Kislinger","LW","NB","17.594","68","12","5","2","17","19","72","16.67","0.18","0.07","0.03","0.25","0.28","1.06","709.58","10.43","1.01","0.42","0.17","1.44","1.61","6.09","13.14","13.53","47.5","49.48","-8.22","43.33","26","34","3","9","33.33","2","5","40.0","7","58","12.07","15","44","34.09"
"","Michael Webster","D","BAR","20.315","64","5","11","10","16","26","118","4.24","0.08","0.17","0.16","0.25","0.41","1.84","998.59","15.6","0.3","0.66","0.6","0.96","1.56","7.09","14.37","13.82","58.38","48.57","1.18","60.0","69","46","0","4","0.0","0","6","0.0","5","108","4.63","4","7","57.14"
"","Vili Saarijarvi","D","FLNT","18.339","59","4","12","7","16","23","139","2.88","0.07","0.2","0.12","0.27","0.39","2.36","970.48","16.45","0.25","0.74","0.43","0.99","1.42","8.59","13.25","13.86","40.28","53.52","9.21","46.79","51","58","0","2","0.0","0","4","0.0","4","133","3.01","3","3","100.0"
"","Mikhail Sergachev","D","WSR","17.227","67","8","8","7","16","23","94","8.51","0.12","0.12","0.1","0.24","0.34","1.4","1074.06","16.03","0.45","0.45","0.39","0.89","1.28","5.25","13.11","13.79","58.41","48.96","1.53","59.09","65","45","0","1","0.0","2","11","18.18","6","82","7.32","0","3","0.0"
"","Jason Robertson","RW","KGN","16.154","54","14","2","6","16","22","82","17.07","0.26","0.04","0.11","0.3","0.41","1.52","612.88","11.35","1.37","0.2","0.59","1.57","2.15","8.03","13.95","13.92","55.96","48.34","-1.96","55.1","27","22","3","8","37.5","4","23","17.39","7","51","13.73","2","4","50.0"
"","Kyle Jenkins","D","PBO","19.401","62","3","13","5","16","21","70","4.29","0.05","0.21","0.08","0.26","0.34","1.13","1008.79","16.27","0.18","0.77","0.3","0.95","1.25","4.16","14.09","13.69","51.67","47.68","3.05","53.54","68","59","0","0","0.0","0","1","0.0","3","69","4.35","0","1","0.0"
"","Danny Desrochers","LW","SBY","20.069","68","11","5","5","16","21","113","9.73","0.16","0.07","0.07","0.24","0.31","1.66","900.3","13.24","0.73","0.33","0.33","1.07","1.4","7.53","13.27","14.28","33.87","53.32","-11.46","27.88","29","75","2","14","14.29","5","28","17.86","4","71","5.63","199","448","44.42"
"","Eric Henderson","LW","LDN/OSH","17.399","46","7","9","5","16","21","51","13.73","0.15","0.2","0.11","0.35","0.46","1.11","628.85","13.67","0.67","0.86","0.48","1.53","2.0","4.87","13.23","14.0","48.09","52.61","-0.86","45.9","28","33","1","6","16.67","3","10","30.0","3","35","8.57","2","8","25.0"
"","Blake Clarke","LW","SAG","19.644","61","10","6","4","16","20","87","11.49","0.16","0.1","0.07","0.26","0.33","1.43","717.11","11.76","0.84","0.5","0.33","1.34","1.67","7.28","13.48","13.95","42.1","53.62","-7.15","33.33","25","50","0","4","0.0","4","19","21.05","6","64","9.38","2","8","25.0"
"","Brett Hargrave","C","NB","19.666","59","9","7","4","16","20","64","14.06","0.15","0.12","0.07","0.27","0.34","1.08","680.27","11.53","0.79","0.62","0.35","1.41","1.76","5.64","13.68","13.59","50.13","50.25","-6.94","46.03","29","34","2","9","22.22","3","13","23.08","4","42","9.52","100","214","46.73"
"","Mike Davies","LW","KIT/SAG","18.61","56","10","6","2","16","18","77","12.99","0.18","0.11","0.04","0.29","0.32","1.38","616.95","11.02","0.97","0.58","0.19","1.56","1.75","7.49","13.45","13.29","43.75","50.42","-0.05","45.76","27","32","1","8","12.5","7","20","35.0","2","49","4.08","6","12","50.0"
"","Sasha Chmelevski","C","OTT/SAR","16.271","34","9","7","1","16","17","60","15.0","0.26","0.21","0.03","0.47","0.5","1.76","398.8","11.73","1.35","1.05","0.15","2.41","2.56","9.03","12.74","13.37","56.11","47.45","8.39","67.65","23","11","1","6","16.67","3","9","33.33","5","45","11.11","168","314","53.5"
"","Adam Laishram","C","HAM","18.44","64","9","7","1","16","17","76","11.84","0.14","0.11","0.02","0.25","0.27","1.19","843.37","13.18","0.64","0.5","0.07","1.14","1.21","5.41","13.8","13.87","41.96","51.76","-2.61","39.02","32","50","3","14","21.43","4","13","30.77","2","49","4.08","211","477","44.23"
"","Ryan Cranford","RW","KGN","17.438","68","10","6","0","16","16","86","11.63","0.15","0.09","0.0","0.24","0.24","1.26","685.49","10.08","0.88","0.53","0.0","1.4","1.4","7.53","13.22","13.34","53.75","47.98","-14.34","46.0","23","27","2","6","33.33","2","12","16.67","6","68","8.82","3","11","27.27"
"","Travis  Dermott","D","ER","18.733","51","4","11","11","15","26","99","4.04","0.08","0.22","0.22","0.29","0.51","1.94","908.71","17.82","0.26","0.73","0.73","0.99","1.72","6.54","14.98","13.95","58.37","50.4","19.45","70.19","73","31","0","0","0.0","0","5","0.0","4","94","4.26","0","0","0.0"
"","Jesse Barwell","LW","SAG","18.358","68","5","10","8","15","23","83","6.02","0.07","0.15","0.12","0.22","0.34","1.22","830.65","12.22","0.36","0.72","0.58","1.08","1.66","6.0","13.75","13.61","41.78","49.71","-4.5","38.2","34","55","1","4","25.0","1","16","6.25","3","63","4.76","70","149","46.98"
"","Justin Brack","C","OS","19.614","67","10","5","7","15","22","123","8.13","0.15","0.07","0.1","0.22","0.33","1.84","748.3","11.17","0.8","0.4","0.56","1.2","1.76","9.86","13.2","13.54","46.68","49.01","6.48","53.33","32","28","2","11","18.18","4","29","13.79","4","83","4.82","116","235","49.36"
"","Conor McGlynn","C","KGN","20.244","53","10","5","5","15","20","93","10.75","0.19","0.09","0.09","0.28","0.38","1.75","727.03","13.72","0.83","0.41","0.41","1.24","1.65","7.68","14.82","13.84","56.91","50.11","-1.24","56.72","38","29","3","12","25.0","3","14","21.43","4","67","5.97","116","201","57.71"
"","Vince Dunn","D","NIAG","18.881","52","7","8","5","15","20","108","6.48","0.13","0.15","0.1","0.29","0.38","2.08","878.56","16.9","0.48","0.55","0.34","1.02","1.37","7.38","13.78","14.32","53.25","49.56","9.65","56.32","49","38","0","3","0.0","1","4","25.0","6","101","5.94","0","0","0.0"
"","Kevin Hancock","LW","OS","17.542","66","10","5","5","15","20","127","7.87","0.15","0.08","0.08","0.23","0.3","1.92","878.75","13.31","0.68","0.34","0.34","1.02","1.37","8.67","14.32","13.65","47.72","52.3","-3.09","46.91","38","43","3","14","21.43","2","27","7.41","5","86","5.81","223","455","49.01"
"","Cullen Mercer","C","FLNT","18.374","66","12","3","4","15","19","73","16.44","0.18","0.05","0.06","0.23","0.29","1.11","863.29","13.08","0.83","0.21","0.28","1.04","1.32","5.07","13.69","13.73","40.91","50.6","-2.13","40.0","34","51","3","9","33.33","6","14","42.86","3","50","6.0","504","951","53.0"
"","Michael Pezzetta","C","SBY","17.512","64","7","8","4","15","19","101","6.93","0.11","0.12","0.06","0.23","0.3","1.58","819.01","12.8","0.51","0.59","0.29","1.1","1.39","7.4","13.46","14.14","34.48","53.56","-10.29","29.03","27","66","3","13","23.08","3","17","17.65","1","71","1.41","322","689","46.73"
"","Lukas Lofquist","LW","OSH","19.666","54","11","4","4","15","19","97","11.34","0.2","0.07","0.07","0.28","0.35","1.8","747.24","13.84","0.88","0.32","0.32","1.2","1.53","7.79","13.82","14.05","47.08","52.49","-7.65","40.3","27","40","4","8","50.0","4","18","22.22","3","71","4.23","6","10","60.0"
"","Nick Magyar","RW","KIT","19.3","49","10","5","3","15","18","99","10.1","0.2","0.1","0.06","0.31","0.37","2.02","525.69","10.73","1.14","0.57","0.34","1.71","2.05","11.3","13.11","13.06","58.26","46.43","-2.97","56.52","26","20","3","8","37.5","4","27","14.81","3","64","4.69","46","84","54.76"
"","Ben Hawerchuk","LW","BAR","17.473","60","8","7","2","15","17","78","10.26","0.13","0.12","0.03","0.25","0.28","1.3","581.19","9.69","0.83","0.72","0.21","1.55","1.76","8.05","12.88","13.28","55.82","44.94","-6.87","56.0","28","22","3","5","60.0","1","5","20.0","4","68","5.88","51","142","35.92"
"","Roland McKeown","D","KGN","19.655","59","3","11","12","14","26","100","3.0","0.05","0.19","0.2","0.24","0.44","1.69","1099.87","18.64","0.16","0.6","0.65","0.76","1.42","5.46","14.81","14.26","58.28","50.39","-0.61","56.64","64","49","0","1","0.0","1","3","33.33","2","96","2.08","1","2","50.0"
"","Jalen Chatfield","D","WSR","19.335","68","6","8","9","14","23","83","7.23","0.09","0.12","0.13","0.21","0.34","1.22","1052.71","15.48","0.34","0.46","0.51","0.8","1.31","4.73","13.3","14.03","58.83","50.26","0.23","58.1","61","44","0","1","0.0","1","6","16.67","5","76","6.58","2","4","50.0"
"","Kirill Maksimov","RW","SAG","16.293","54","6","8","7","14","21","72","8.33","0.11","0.15","0.13","0.26","0.39","1.33","637.61","11.81","0.56","0.75","0.66","1.32","1.98","6.78","13.33","13.51","42.03","52.66","2.08","44.12","30","38","1","8","12.5","1","11","9.09","4","53","7.55","2","4","50.0"
"","Dominik Masin","D","PBO","19.623","57","5","9","7","14","21","99","5.05","0.09","0.16","0.12","0.25","0.37","1.74","1077.41","18.9","0.28","0.5","0.39","0.78","1.17","5.51","14.33","14.2","52.08","50.34","10.84","58.52","79","56","0","3","0.0","1","7","14.29","4","89","4.49","0","0","0.0"
"","Medric Mercier","D","SSM","18.913","63","3","11","7","14","21","74","4.05","0.05","0.17","0.11","0.22","0.33","1.17","887.72","14.09","0.2","0.74","0.47","0.95","1.42","5.0","13.33","13.4","51.84","48.32","-2.93","48.45","47","50","0","0","0.0","0","1","0.0","3","73","4.11","0","0","0.0"
"","Jonah Gadjovich","LW","OS","16.928","66","12","2","7","14","21","162","7.41","0.18","0.03","0.11","0.21","0.32","2.45","843.79","12.78","0.85","0.14","0.5","1.0","1.49","11.52","13.79","13.66","48.64","53.3","-5.03","45.45","35","42","1","18","5.56","6","36","16.67","5","108","4.63","4","9","44.44"
"","Luke Burghardt","LW","GUE","17.347","62","10","4","5","14","19","76","13.16","0.16","0.06","0.08","0.23","0.31","1.23","779.25","12.57","0.77","0.31","0.38","1.08","1.46","5.85","14.03","13.9","30.78","53.07","4.98","34.72","25","47","3","7","42.86","2","20","10.0","5","49","10.2","187","425","44.0"
"","Alexandre Renaud","LW","OSH/SAR","19.554","64","9","5","5","14","19","78","11.54","0.14","0.08","0.08","0.22","0.3","1.22","807.16","12.61","0.67","0.37","0.37","1.04","1.41","5.8","13.54","13.98","46.71","50.74","-2.17","42.86","30","40","0","6","0.0","3","16","18.75","6","56","10.71","13","25","52.0"
