"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Chase Campbell","RW","OS/OTT","18.232","66","14","10","2","24","26","79","17.72","0.21","0.15","0.03","0.36","0.39","1.2","724.82","10.98","1.16","0.83","0.17","1.99","2.15","6.54","13.33","13.49","52.72","46.81","-1.78","57.35","39","29","1","14","7.14","7","13","53.85","6","52","11.54","0","7","0.0"
"","Ryan Merkley","D","GUE","16.091","62","7","16","9","23","32","104","6.73","0.11","0.26","0.15","0.37","0.52","1.68","1017.64","16.41","0.41","0.94","0.53","1.36","1.89","6.13","13.29","13.88","42.46","53.25","-0.63","39.68","50","76","0","3","0.0","0","9","0.0","7","92","7.61","0","1","0.0"
"","Jeremiah Addison","LW","WSR","19.905","51","17","6","9","23","32","104","16.35","0.33","0.12","0.18","0.45","0.63","2.04","788.46","15.46","1.29","0.46","0.68","1.75","2.44","7.91","15.34","13.67","53.76","50.47","-3.4","52.63","40","36","4","13","30.77","7","25","28.0","6","66","9.09","14","24","58.33"
"","Ryan McLeod","C","MISS","16.989","68","6","17","8","23","31","82","7.32","0.09","0.25","0.12","0.34","0.46","1.21","878.97","12.93","0.41","1.16","0.55","1.57","2.12","5.6","14.29","13.54","55.04","49.56","7.47","60.0","51","34","0","5","0.0","3","24","12.5","3","53","5.66","373","814","45.82"
"","Nathan Bastian","RW","MISS","18.779","58","8","15","8","23","31","104","7.69","0.14","0.26","0.14","0.4","0.53","1.79","859.14","14.81","0.56","1.05","0.56","1.61","2.16","7.26","14.86","13.72","56.79","49.98","3.61","58.43","52","37","4","17","23.53","2","38","5.26","2","49","4.08","176","374","47.06"
"","Kevin  Spinozzi","D","SAR","20.318","58","9","14","7","23","30","90","10.0","0.16","0.24","0.12","0.4","0.52","1.55","918.77","15.84","0.59","0.91","0.46","1.5","1.96","5.88","13.06","14.16","49.29","52.76","12.17","58.62","68","48","0","1","0.0","1","3","33.33","8","86","9.3","1","2","50.0"
"","Mikhail Sergachev","D","WSR","18.229","50","9","14","7","23","30","124","7.26","0.18","0.28","0.14","0.46","0.6","2.48","904.77","18.1","0.6","0.93","0.46","1.53","1.99","8.22","14.53","13.83","53.49","50.21","15.43","61.46","59","37","0","0","0.0","2","10","20.0","7","114","6.14","2","3","66.67"
"","Akil Thomas","RW","NIAG","16.707","61","16","7","6","23","29","103","15.53","0.26","0.11","0.1","0.38","0.48","1.69","788.51","12.93","1.22","0.53","0.46","1.75","2.21","7.84","13.56","13.98","47.55","52.6","2.04","45.88","39","46","5","13","38.46","3","18","16.67","8","72","11.11","45","103","43.69"
"","Hayden Verbeek","C","SSM","18.916","64","10","13","5","23","28","92","10.87","0.16","0.2","0.08","0.36","0.44","1.44","777.1","12.14","0.77","1.0","0.39","1.78","2.16","7.1","14.01","13.6","54.57","47.78","-5.53","51.85","42","39","4","12","33.33","2","18","11.11","4","62","6.45","346","695","49.78"
"","Kirill Maksimov","RW","SAG/NIAG","17.295","66","12","11","3","23","26","118","10.17","0.18","0.17","0.05","0.35","0.39","1.79","818.9","12.41","0.88","0.81","0.22","1.69","1.91","8.65","13.53","13.67","47.14","52.07","8.73","53.85","42","36","4","11","36.36","3","18","16.67","5","89","5.62","2","4","50.0"
"","Daniil Vertiy","LW","NB","17.846","61","11","12","2","23","25","83","13.25","0.18","0.2","0.03","0.38","0.41","1.36","788.32","12.92","0.84","0.91","0.15","1.75","1.9","6.32","13.85","13.68","41.67","49.09","2.75","43.04","34","45","0","7","0.0","4","16","25.0","7","60","11.67","0","3","0.0"
"","Max Jones","LW","LDN","18.579","33","14","9","2","23","25","73","19.18","0.42","0.27","0.06","0.7","0.76","2.21","499.2","15.13","1.68","1.08","0.24","2.76","3.0","8.77","14.7","13.7","61.86","50.15","10.1","66.67","36","18","3","12","25.0","3","12","25.0","8","49","16.33","2","2","100.0"
"","Matthew Timms","D","PBO","18.349","68","8","14","10","22","32","67","11.94","0.12","0.21","0.15","0.32","0.47","0.99","1132.44","16.65","0.42","0.74","0.53","1.17","1.7","3.55","13.12","13.73","49.6","50.3","4.57","52.42","65","59","1","3","33.33","0","2","0.0","7","62","11.29","0","1","0.0"
"","Adrian Carbonara","RW","LDN/BAR","19.516","63","11","11","7","22","29","99","11.11","0.17","0.17","0.11","0.35","0.46","1.57","786.86","12.49","0.84","0.84","0.53","1.68","2.21","7.55","13.59","13.39","53.08","49.42","10.19","59.49","47","32","4","8","50.0","4","15","26.67","3","76","3.95","21","43","48.84"
"","Connor Bunnaman","C","KIT","18.421","64","20","2","6","22","28","93","21.51","0.31","0.03","0.09","0.34","0.44","1.45","773.53","12.09","1.55","0.16","0.47","1.71","2.17","7.21","14.0","13.93","48.58","51.96","7.54","53.95","41","35","4","12","33.33","11","31","35.48","5","50","10.0","137","288","47.57"
"","Matthew Kreis","LW","SAG","19.127","65","10","12","5","22","27","85","11.76","0.15","0.18","0.08","0.34","0.42","1.31","891.11","13.71","0.67","0.81","0.34","1.48","1.82","5.72","14.76","13.79","49.59","51.15","16.93","59.09","52","36","4","9","44.44","3","21","14.29","3","55","5.45","66","159","41.51"
"","Marian Studenic","RW","HAM","17.887","58","14","8","1","22","23","108","12.96","0.24","0.14","0.02","0.38","0.4","1.86","759.24","13.09","1.11","0.63","0.08","1.74","1.82","8.53","13.95","13.71","52.7","49.78","-12.59","44.0","33","42","2","12","16.67","5","29","17.24","7","67","10.45","7","18","38.89"
"","Filip Hronek","D","SAG","18.872","59","10","11","15","21","36","153","6.54","0.17","0.19","0.25","0.36","0.61","2.59","1069.46","18.13","0.56","0.62","0.84","1.18","2.02","8.58","13.85","13.89","48.87","51.14","13.65","55.65","69","55","1","7","14.29","0","8","0.0","9","138","6.52","4","12","33.33"
"","Noel Hoefenmayer","D","OTT","17.695","62","11","10","9","21","30","70","15.71","0.18","0.16","0.15","0.34","0.48","1.13","1105.41","17.83","0.6","0.54","0.49","1.14","1.63","3.8","13.12","13.79","47.85","49.7","6.46","51.43","72","68","2","4","50.0","1","5","20.0","8","61","13.11","0","0","0.0"
"","Matt Schmalz","RW","OS","20.49","62","16","5","8","21","29","123","13.01","0.26","0.08","0.13","0.34","0.47","1.98","699.85","11.29","1.37","0.43","0.69","1.8","2.49","10.55","13.64","13.45","60.58","49.23","-15.68","49.18","30","31","4","19","21.05","9","32","28.12","3","72","4.17","61","104","58.65"
"","Ryan Mantha","D","NIAG","20.247","65","8","13","8","21","29","191","4.19","0.12","0.2","0.12","0.32","0.45","2.94","1106.95","17.03","0.43","0.7","0.43","1.14","1.57","10.35","13.24","13.96","47.22","52.03","5.83","49.62","66","67","0","3","0.0","0","10","0.0","8","178","4.49","1","1","100.0"
"","Trent Fox","LW","HAM/MISS","19.171","64","11","10","7","21","28","119","9.24","0.17","0.16","0.11","0.33","0.44","1.86","756.98","11.83","0.87","0.79","0.55","1.66","2.22","9.43","14.75","13.48","55.78","49.5","5.54","60.0","42","28","0","12","0.0","4","20","20.0","7","87","8.05","38","70","54.29"
"","Jack Studnicka","C","OSH","17.577","64","11","10","7","21","28","105","10.48","0.17","0.16","0.11","0.33","0.44","1.64","813.96","12.72","0.81","0.74","0.52","1.55","2.06","7.74","12.99","13.82","46.41","49.06","-3.88","45.33","34","41","2","10","20.0","3","20","15.0","6","75","8.0","378","697","54.23"
"","Greg Meireles","RW","KIT","17.709","66","12","9","6","21","27","72","16.67","0.18","0.14","0.09","0.32","0.41","1.09","941.59","14.27","0.76","0.57","0.38","1.34","1.72","4.59","14.45","13.85","49.28","50.68","-0.61","48.0","48","52","3","11","27.27","5","19","26.32","4","42","9.52","310","685","45.26"
"","Jacob Cascagnette","C","KIT/MISS","19.488","63","14","7","5","21","26","98","14.29","0.22","0.11","0.08","0.33","0.41","1.56","779.89","12.38","1.08","0.54","0.38","1.62","2.0","7.54","14.33","13.33","52.1","47.88","-1.55","53.33","40","35","2","6","33.33","5","22","22.73","7","70","10.0","240","433","55.43"
"","Christian Girhiny","LW","ER","18.073","68","12","9","3","21","24","72","16.67","0.18","0.13","0.04","0.31","0.35","1.06","750.75","11.04","0.96","0.72","0.24","1.68","1.92","5.75","13.06","13.33","57.69","49.53","-7.35","56.16","41","32","5","13","38.46","1","18","5.56","6","41","14.63","4","11","36.36"
"","Darren Raddysh","D","ER","20.551","62","7","13","21","20","41","121","5.79","0.11","0.21","0.34","0.32","0.66","1.95","1149.3","18.54","0.37","0.68","1.1","1.04","2.14","6.32","15.03","13.77","64.8","50.58","9.05","68.71","101","46","0","0","0.0","0","10","0.0","7","111","6.31","0","1","0.0"
"","Markus Phillips","D","OS","17.492","66","9","11","11","20","31","138","6.52","0.14","0.17","0.17","0.3","0.47","2.09","1147.25","17.38","0.47","0.58","0.58","1.05","1.62","7.22","13.63","13.65","61.02","48.76","3.93","64.52","80","44","1","2","50.0","1","5","20.0","7","131","5.34","1","1","100.0"
"","Mason Kohn","LW","KIT/OSH","19.373","67","9","11","9","20","29","114","7.89","0.13","0.16","0.13","0.3","0.43","1.7","860.62","12.85","0.63","0.77","0.63","1.39","2.02","7.95","13.79","13.95","48.68","51.06","-2.07","48.84","42","44","1","13","7.69","3","24","12.5","5","77","6.49","374","749","49.93"
"","Evan Bouchard","D","LDN","16.909","68","9","11","7","20","27","95","9.47","0.13","0.16","0.1","0.29","0.4","1.4","1056.08","15.53","0.51","0.62","0.4","1.14","1.53","5.4","13.56","13.72","60.95","49.72","-5.5","57.39","66","49","1","2","50.0","1","4","25.0","7","89","7.87","0","0","0.0"
"","James McEwan","C","GUE","19.508","58","14","6","7","20","27","151","9.27","0.24","0.1","0.12","0.34","0.47","2.6","865.91","14.93","0.97","0.42","0.49","1.39","1.87","10.46","13.82","14.29","42.48","55.45","5.23","43.69","45","58","2","10","20.0","4","17","23.53","8","124","6.45","255","499","51.1"
"","Everett Clark","C","FLNT","20.652","65","14","6","6","20","26","93","15.05","0.22","0.09","0.09","0.31","0.4","1.43","828.08","12.74","1.01","0.43","0.43","1.45","1.88","6.74","13.82","14.06","49.59","53.27","-1.99","48.24","41","44","4","14","28.57","4","24","16.67","6","55","10.91","488","909","53.69"
"","Franco Sproviero","C","SAR","18.117","68","10","10","6","20","26","61","16.39","0.15","0.15","0.09","0.29","0.38","0.9","715.46","10.52","0.84","0.84","0.5","1.68","2.18","5.12","13.13","13.76","48.99","50.01","3.79","52.05","38","35","3","6","50.0","5","20","25.0","2","35","5.71","253","503","50.3"
"","Ben Hawerchuk","LW","BAR","18.475","57","15","5","6","20","26","88","17.05","0.26","0.09","0.11","0.35","0.46","1.54","777.04","13.63","1.16","0.39","0.46","1.54","2.01","6.8","13.19","14.16","43.82","50.84","3.16","43.82","39","50","3","9","33.33","4","10","40.0","8","69","11.59","250","635","39.37"
"","Mathieu Foget","RW","OTT","19.532","32","9","11","6","20","26","45","20.0","0.28","0.34","0.19","0.62","0.81","1.41","500.37","15.64","1.08","1.32","0.72","2.4","3.12","5.4","14.09","13.75","49.05","50.29","28.5","63.79","37","21","1","5","20.0","6","16","37.5","2","24","8.33","43","106","40.57"
"","David Miller","C","SSM","19.976","68","14","6","5","20","25","97","14.43","0.21","0.09","0.07","0.29","0.37","1.43","730.45","10.74","1.15","0.49","0.41","1.64","2.05","7.97","13.34","13.16","53.88","47.59","-9.15","48.57","34","36","0","8","0.0","3","17","17.65","11","72","15.28","173","294","58.84"
"","Alex Formenton","LW","LDN","17.011","65","11","9","5","20","25","110","10.0","0.17","0.14","0.08","0.31","0.38","1.69","817.48","12.58","0.81","0.66","0.37","1.47","1.83","8.07","14.03","13.5","60.99","48.72","-1.72","59.49","47","32","4","22","18.18","5","27","18.52","2","61","3.28","75","140","53.57"
"","Sean Day","D","WSR/MISS","18.686","63","8","12","5","20","25","143","5.59","0.13","0.19","0.08","0.32","0.4","2.27","1078.75","17.12","0.44","0.67","0.28","1.11","1.39","7.95","14.18","13.69","53.62","49.83","-1.1","54.05","60","51","0","6","0.0","3","6","50.0","5","131","3.82","3","7","42.86"
"","Tye Felhaber","LW","OTT/SAG","18.117","48","13","7","4","20","24","114","11.4","0.27","0.15","0.08","0.42","0.5","2.38","601.28","12.53","1.3","0.7","0.4","2.0","2.39","11.38","13.44","13.62","48.46","49.6","1.17","45.0","27","33","2","7","28.57","4","21","19.05","7","86","8.14","6","15","40.0"
"","Adam Laishram","C","WSR/HAM","19.442","56","10","10","4","20","24","85","11.76","0.18","0.18","0.07","0.36","0.43","1.52","736.34","13.15","0.81","0.81","0.33","1.63","1.96","6.93","14.34","13.73","54.27","51.52","-4.2","49.28","34","35","4","19","21.05","3","21","14.29","3","45","6.67","131","285","45.96"
"","Danial Singer","RW","NIAG","17.599","65","12","8","3","20","23","124","9.68","0.18","0.12","0.05","0.31","0.35","1.91","857.27","13.19","0.84","0.56","0.21","1.4","1.61","8.68","12.84","13.72","44.72","50.91","-6.59","41.3","38","54","4","16","25.0","5","24","20.83","3","84","3.57","4","9","44.44"
"","Kenny Huether","RW","OSH","19.113","68","10","10","3","20","23","144","6.94","0.15","0.15","0.04","0.29","0.34","2.12","847.29","12.46","0.71","0.71","0.21","1.42","1.63","10.2","13.28","13.67","47.48","49.89","-3.95","45.57","36","43","1","5","20.0","2","16","12.5","7","123","5.69","9","25","36.0"
"","C.J. Clarke","RW","PBO/FLNT","17.605","56","8","12","2","20","22","78","10.26","0.14","0.21","0.04","0.36","0.39","1.39","652.44","11.65","0.74","1.1","0.18","1.84","2.02","7.17","13.22","13.5","48.72","51.23","-8.06","46.27","31","36","1","9","11.11","4","15","26.67","3","54","5.56","4","8","50.0"
"","Zach Poirier","RW","NB","18.349","64","12","8","1","20","21","103","11.65","0.19","0.12","0.02","0.31","0.33","1.61","876.61","13.7","0.82","0.55","0.07","1.37","1.44","7.05","13.89","13.72","41.12","49.28","3.72","43.82","39","50","2","6","33.33","2","13","15.38","8","84","9.52","117","332","35.24"
"","Jordan Sambrook","D","ER","18.434","61","14","5","13","19","32","107","13.08","0.23","0.08","0.21","0.31","0.52","1.75","905.96","14.85","0.93","0.33","0.86","1.26","2.12","7.09","13.76","13.84","61.73","49.54","5.65","67.29","72","35","2","5","40.0","0","8","0.0","12","94","12.77","0","0","0.0"
"","Jeff King","D","SAR","20.564","66","10","9","12","19","31","85","11.76","0.15","0.14","0.18","0.29","0.47","1.29","1044.08","15.82","0.57","0.52","0.69","1.09","1.78","4.88","13.04","13.83","48.96","51.28","7.61","54.81","74","61","0","4","0.0","1","6","16.67","9","75","12.0","1","3","33.33"
"","Stefan LeBlanc","D","MISS","20.504","66","6","13","10","19","29","88","6.82","0.09","0.2","0.15","0.29","0.44","1.33","1119.16","16.96","0.32","0.7","0.54","1.02","1.55","4.72","13.59","13.41","54.89","48.33","4.97","57.6","72","53","1","7","14.29","0","7","0.0","5","74","6.76","1","1","100.0"
"","Nicolas Hague","D","MISS","17.783","65","11","8","10","19","29","140","7.86","0.17","0.12","0.15","0.29","0.45","2.15","1007.55","15.5","0.66","0.48","0.6","1.13","1.73","8.34","13.98","13.4","55.48","48.53","8.02","59.63","65","44","0","1","0.0","2","11","18.18","9","128","7.03","1","1","100.0"
"","Liam Hawel","C","GUE/SSM","17.416","66","9","10","6","19","25","78","11.54","0.14","0.15","0.09","0.29","0.38","1.18","776.93","11.77","0.7","0.77","0.46","1.47","1.93","6.02","13.61","13.73","45.17","53.02","2.94","46.91","38","43","1","7","14.29","4","16","25.0","4","55","7.27","180","409","44.01"
"","Justin Brazeau","RW","NB","18.621","67","12","7","5","19","24","125","9.6","0.18","0.1","0.07","0.28","0.36","1.87","740.37","11.05","0.97","0.57","0.41","1.54","1.94","10.13","13.32","13.55","42.11","48.88","3.86","43.94","29","37","0","7","0.0","3","25","12.0","9","93","9.68","2","10","20.0"
"","Jared Steege","LW","OTT","20.693","50","11","8","5","19","24","126","8.73","0.22","0.16","0.1","0.38","0.48","2.52","648.65","12.97","1.02","0.74","0.46","1.76","2.22","11.66","13.47","13.72","49.51","49.31","6.99","50.0","36","36","3","12","25.0","5","32","15.62","3","82","3.66","3","10","30.0"
"","Adam Timleck","RW","PBO","18.555","66","12","7","4","19","23","144","8.33","0.18","0.11","0.06","0.29","0.35","2.18","761.2","11.53","0.95","0.55","0.32","1.5","1.81","11.35","13.74","13.6","49.78","49.48","-0.09","49.25","33","34","2","10","20.0","4","31","12.9","6","103","5.83","1","3","33.33"
"","Joe Manchurek","LW","OSH","20.102","48","11","8","3","19","22","90","12.22","0.23","0.17","0.06","0.4","0.46","1.88","625.98","13.04","1.05","0.77","0.29","1.82","2.11","8.63","13.18","13.94","47.51","50.04","-7.2","40.32","25","37","1","5","20.0","4","19","21.05","6","66","9.09","8","21","38.1"
"","Mathieu Henderson","D","FLNT","20.693","68","6","12","11","18","29","87","6.9","0.09","0.18","0.16","0.26","0.43","1.28","1120.07","16.47","0.32","0.64","0.59","0.96","1.55","4.66","13.32","13.94","49.61","51.6","0.76","50.76","67","65","0","2","0.0","0","5","0.0","6","80","7.5","2","3","66.67"
"","Ted Nichol","C","KGN","19.699","68","8","10","9","18","27","104","7.69","0.12","0.15","0.13","0.26","0.4","1.53","1046.18","15.38","0.46","0.57","0.52","1.03","1.55","5.96","15.39","13.77","48.6","49.48","12.72","53.57","45","39","3","10","30.0","1","23","4.35","4","71","5.63","294","558","52.69"
"","Victor Mete","D","LDN","18.278","50","9","9","9","18","27","74","12.16","0.18","0.18","0.18","0.36","0.54","1.48","754.25","15.09","0.72","0.72","0.72","1.43","2.15","5.89","13.56","13.67","61.39","49.73","7.89","67.07","55","27","2","5","40.0","3","9","33.33","4","60","6.67","0","0","0.0"
"","Kyle Langdon","C","NIAG","18.059","60","8","10","3","18","21","100","8.0","0.13","0.17","0.05","0.3","0.35","1.67","738.57","12.31","0.65","0.81","0.24","1.46","1.71","8.12","13.42","13.88","47.37","51.7","5.83","50.0","39","39","3","11","27.27","1","17","5.88","4","72","5.56","374","772","48.45"
"","Zachary Roberts","LW","OS","17.12","61","10","8","3","18","21","72","13.89","0.16","0.13","0.05","0.3","0.34","1.18","644.89","10.57","0.93","0.74","0.28","1.67","1.95","6.7","13.22","13.26","58.58","46.96","-0.74","62.0","31","19","1","8","12.5","1","9","11.11","8","55","14.55","7","11","63.64"
"","Ryan McGregor","C","SAR","17.632","65","11","7","2","18","20","98","11.22","0.17","0.11","0.03","0.28","0.31","1.51","732.14","11.26","0.9","0.57","0.16","1.48","1.64","8.03","13.36","13.61","48.32","51.14","-3.53","46.84","37","42","2","13","15.38","4","22","18.18","5","63","7.94","99","231","42.86"
"","Colton White","D","SSM","19.373","64","5","12","11","17","28","76","6.58","0.08","0.19","0.17","0.27","0.44","1.19","1101.49","17.21","0.27","0.65","0.6","0.93","1.53","4.14","13.73","13.83","55.41","49.0","-5.01","53.28","73","64","0","0","0.0","1","4","25.0","4","72","5.56","0","0","0.0"
"","Luke Boka","RW","WSR","17.265","68","13","4","9","17","26","85","15.29","0.19","0.06","0.13","0.25","0.38","1.25","857.32","12.61","0.91","0.28","0.63","1.19","1.82","5.95","14.66","13.57","52.98","50.2","2.89","54.79","40","33","7","24","29.17","4","19","21.05","2","42","4.76","47","113","41.59"
"","Liam Dunda","LW","SBY","19.004","65","9","8","8","17","25","91","9.89","0.14","0.12","0.12","0.26","0.38","1.4","756.51","11.64","0.71","0.63","0.63","1.35","1.98","7.22","13.18","13.45","45.02","49.98","6.11","50.0","36","36","2","6","33.33","3","14","21.43","4","71","5.63","13","49","26.53"
"","Mitchell Vande Sompel","D","LDN/OSH","19.595","67","13","4","7","17","24","87","14.94","0.19","0.06","0.1","0.25","0.36","1.3","1044.1","15.58","0.75","0.23","0.4","0.98","1.38","5.0","13.19","13.98","55.66","51.17","3.12","56.88","62","47","1","1","100.0","5","10","50.0","7","76","9.21","1","4","25.0"
"","Nathan Dunkley","LW","KGN","16.534","58","5","12","5","17","22","63","7.94","0.09","0.21","0.09","0.29","0.38","1.09","830.73","14.32","0.36","0.87","0.36","1.23","1.59","4.55","14.92","13.51","46.81","48.46","0.32","43.94","29","37","1","8","12.5","3","22","13.64","1","33","3.03","278","527","52.75"
"","Blake Speers","RW","SSM","19.705","30","9","8","5","17","22","67","13.43","0.3","0.27","0.17","0.57","0.73","2.23","446.74","14.89","1.21","1.07","0.67","2.28","2.95","9.0","14.44","14.12","55.24","49.11","3.31","59.62","31","21","0","2","0.0","4","10","40.0","5","55","9.09","220","372","59.14"
"","Travis Barron","LW","OTT","18.084","59","8","9","4","17","21","116","6.9","0.14","0.15","0.07","0.29","0.36","1.97","684.86","11.61","0.7","0.79","0.35","1.49","1.84","10.16","13.61","13.73","48.64","49.61","0.21","47.06","32","36","4","17","23.53","2","23","8.7","2","76","2.63","127","281","45.2"
"","Jason Willms","C","BAR","17.605","68","10","7","3","17","20","101","9.9","0.15","0.1","0.04","0.25","0.29","1.49","791.19","11.64","0.76","0.53","0.23","1.29","1.52","7.66","12.58","13.47","39.92","50.63","-6.8","35.71","30","54","1","17","5.88","5","29","17.24","4","55","7.27","429","812","52.83"
"","MacKenzie Entwistle","RW","HAM","17.178","54","10","7","3","17","20","89","11.24","0.19","0.13","0.06","0.31","0.37","1.65","660.49","12.23","0.91","0.64","0.27","1.54","1.82","8.08","14.41","13.53","53.16","49.13","-7.07","47.62","30","33","3","10","30.0","4","28","14.29","3","51","5.88","141","296","47.64"
"","Maksim Sushko","RW","OS","17.599","54","9","8","2","17","19","79","11.39","0.17","0.15","0.04","0.31","0.35","1.46","660.11","12.22","0.82","0.73","0.18","1.55","1.73","7.18","14.11","13.13","60.93","48.81","-0.33","62.3","38","23","6","12","50.0","2","11","18.18","1","56","1.79","4","7","57.14"
"","Giordano Finoro","C","BAR","18.336","58","9","8","1","17","18","84","10.71","0.16","0.14","0.02","0.29","0.31","1.45","685.61","11.82","0.79","0.7","0.09","1.49","1.58","7.35","12.78","13.82","41.17","50.98","-0.94","40.85","29","42","1","15","6.67","3","14","21.43","5","55","9.09","274","545","50.28"
"","Albert Michnac","C","GUE","17.914","65","9","7","9","16","25","88","10.23","0.14","0.11","0.14","0.25","0.38","1.35","850.36","13.08","0.64","0.49","0.64","1.13","1.76","6.21","13.74","13.97","41.24","54.08","-1.36","38.46","35","56","1","9","11.11","4","19","21.05","4","60","6.67","0","2","0.0"
"","Darian Pilon","LW","SBY","17.958","67","8","8","3","16","19","82","9.76","0.12","0.12","0.04","0.24","0.28","1.22","725.35","10.83","0.66","0.66","0.25","1.32","1.57","6.78","12.97","13.34","42.48","48.07","-0.51","45.45","30","36","1","7","14.29","1","20","5.0","6","55","10.91","7","20","35.0"
"","Matthew Struthers","C","OS","16.726","66","10","6","2","16","18","101","9.9","0.15","0.09","0.03","0.24","0.27","1.53","669.7","10.15","0.9","0.54","0.18","1.43","1.61","9.05","13.77","13.09","60.03","48.27","-6.26","56.6","30","23","1","19","5.26","1","22","4.55","8","60","13.33","240","495","48.48"
"","Brett Hargrave","C","NB","20.668","61","14","2","1","16","17","89","15.73","0.23","0.03","0.02","0.26","0.28","1.46","795.26","13.04","1.06","0.15","0.08","1.21","1.28","6.71","13.9","13.63","41.45","49.72","-2.55","40.51","32","47","1","7","14.29","4","12","33.33","9","70","12.86","165","395","41.77"
"","Santino Centorame","D","OS","20.386","68","4","11","12","15","27","103","3.88","0.06","0.16","0.18","0.22","0.4","1.51","1257.96","18.5","0.19","0.52","0.57","0.72","1.29","4.91","14.07","14.01","62.76","50.55","-4.73","59.29","83","57","0","3","0.0","1","5","20.0","3","95","3.16","1","4","25.0"
"","Alex Peters","D","FLNT","20.208","68","5","10","11","15","26","144","3.47","0.07","0.15","0.16","0.22","0.38","2.12","1089.77","16.03","0.28","0.55","0.61","0.83","1.43","7.93","14.19","13.96","50.4","51.93","8.03","55.12","70","57","1","1","100.0","1","8","12.5","3","135","2.22","0","0","0.0"
"","Cole Coskey","RW","SAG","17.295","66","7","8","9","15","24","120","5.83","0.11","0.12","0.14","0.23","0.36","1.82","738.06","11.18","0.57","0.65","0.73","1.22","1.95","9.76","14.22","13.88","47.8","51.4","9.65","55.38","36","29","2","13","15.38","2","18","11.11","3","89","3.37","15","36","41.67"
"","Alan Lyszczarczyk","C","SBY","18.579","61","5","10","8","15","23","99","5.05","0.08","0.16","0.13","0.25","0.38","1.62","719.33","11.79","0.42","0.83","0.67","1.25","1.92","8.26","13.43","13.34","44.15","48.8","5.03","50.7","36","35","2","8","25.0","2","16","12.5","1","75","1.33","16","49","32.65"
"","Shane Bulitka","LW","SBY","17.191","60","5","10","6","15","21","38","13.16","0.08","0.17","0.1","0.25","0.35","0.63","589.22","9.82","0.51","1.02","0.61","1.53","2.14","3.87","13.13","13.29","45.31","48.52","10.05","55.1","27","22","1","2","50.0","3","9","33.33","1","27","3.7","225","452","49.78"
"","Brady Hinz","RW","SAR","16.373","61","4","11","5","15","20","56","7.14","0.07","0.18","0.08","0.25","0.33","0.92","604.09","9.9","0.4","1.09","0.5","1.49","1.99","5.56","13.19","13.87","48.19","51.01","0.37","48.28","28","30","3","5","60.0","1","15","6.67","0","36","0.0","214","487","43.94"
"","Nate Schnarr","C","GUE","17.558","54","9","6","5","15","20","87","10.34","0.17","0.11","0.09","0.28","0.37","1.61","707.5","13.1","0.76","0.51","0.42","1.27","1.7","7.38","14.32","14.39","44.22","55.31","4.16","44.16","34","43","1","3","33.33","2","19","10.53","6","65","9.23","355","711","49.93"
"","Sasha Chmelevski","C","OTT","17.273","58","8","7","5","15","20","122","6.56","0.14","0.12","0.09","0.26","0.34","2.1","754.41","13.01","0.64","0.56","0.4","1.19","1.59","9.7","13.92","13.88","48.75","50.23","-5.8","41.98","34","47","1","4","25.0","5","28","17.86","2","90","2.22","319","590","54.07"
"","Sean Josling","RW","SAR","17.49","60","10","5","4","15","19","106","9.43","0.17","0.08","0.07","0.25","0.32","1.77","609.03","10.15","0.99","0.49","0.39","1.48","1.87","10.44","13.04","13.64","48.96","50.31","5.05","51.61","32","30","3","10","30.0","4","26","15.38","3","70","4.29","4","20","20.0"
"","Matt Brassard","D","OSH/BAR","18.109","62","8","7","4","15","19","131","6.11","0.13","0.11","0.06","0.24","0.31","2.11","982.65","15.85","0.49","0.43","0.24","0.92","1.16","8.0","12.59","13.75","45.98","48.77","9.97","47.32","53","59","1","2","50.0","0","2","0.0","7","127","5.51","0","2","0.0"
"","Serron Noel","RW","OSH","16.107","63","8","7","4","15","19","64","12.5","0.13","0.11","0.06","0.24","0.3","1.02","718.46","11.4","0.67","0.58","0.33","1.25","1.59","5.34","12.94","13.36","48.74","48.76","-3.12","46.15","30","35","2","11","18.18","2","12","16.67","4","41","9.76","20","47","42.55"
"","Nick Pryce","LW","OS","17.487","48","7","8","3","15","18","61","11.48","0.15","0.17","0.06","0.31","0.38","1.27","534.83","11.14","0.79","0.9","0.34","1.68","2.02","6.84","13.38","13.2","60.38","48.95","-4.41","53.33","24","21","1","7","14.29","2","16","12.5","4","38","10.53","5","9","55.56"
"","Cody Caron","RW","KGN","20.304","46","6","9","3","15","18","87","6.9","0.13","0.2","0.07","0.33","0.39","1.89","608.5","13.23","0.59","0.89","0.3","1.48","1.77","8.58","13.91","13.66","42.98","49.56","1.95","46.67","21","24","0","7","0.0","3","17","17.65","3","63","4.76","2","4","50.0"
