"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Austin McEneny","D","WSR","19.436","60","0","2","9","2","11","51","0.0","0.0","0.03","0.15","0.03","0.18","0.85","969.74","16.16","0.0","0.12","0.56","0.12","0.68","3.16","14.35","13.66","52.95","49.84","-5.52","49.45","45","46","0","0","0.0","0","0","0.0","0","51","0.0","1","1","100.0"
"","Jesse Saban","D","HAM/NB","19.672","61","0","2","5","2","7","47","0.0","0.0","0.03","0.08","0.03","0.11","0.77","898.05","14.72","0.0","0.13","0.33","0.13","0.47","3.14","13.34","13.42","47.11","49.63","-13.2","38.95","37","58","0","1","0.0","0","0","0.0","0","46","0.0","0","0","0.0"
"","Justin MacPherson","D","NIAG","16.233","40","1","1","5","2","7","22","4.55","0.03","0.03","0.12","0.05","0.17","0.55","412.33","10.31","0.15","0.15","0.73","0.29","1.02","3.2","12.35","13.28","44.74","51.96","-9.44","35.9","14","25","1","2","50.0","0","0","0.0","0","20","0.0","0","1","0.0"
"","Liam Ham","D","NIAG","17.618","55","1","1","4","2","6","45","2.22","0.02","0.02","0.07","0.04","0.11","0.82","666.39","12.12","0.09","0.09","0.36","0.18","0.54","4.05","12.54","13.81","45.78","51.67","-4.44","40.0","28","42","0","0","0.0","0","1","0.0","1","44","2.27","0","0","0.0"
"","Theo Calvas","D","SAR/SSM","18.114","53","0","2","4","2","6","23","0.0","0.0","0.04","0.08","0.04","0.11","0.43","616.87","11.64","0.0","0.19","0.39","0.19","0.58","2.24","13.08","13.92","51.67","51.9","-14.32","37.31","25","42","0","0","0.0","0","2","0.0","0","21","0.0","0","0","0.0"
"","Anthony DeMeo","D","SSM","17.254","63","0","2","3","2","5","36","0.0","0.0","0.03","0.05","0.03","0.08","0.57","571.24","9.07","0.0","0.21","0.32","0.21","0.53","3.78","13.2","12.95","53.76","47.81","-13.38","44.68","21","26","0","2","0.0","0","0","0.0","0","34","0.0","0","0","0.0"
"","Cole Cameron","D","OS","18.358","61","1","1","3","2","5","40","2.5","0.02","0.02","0.05","0.03","0.08","0.66","624.76","10.24","0.1","0.1","0.29","0.19","0.48","3.84","13.18","12.82","60.78","47.68","-2.28","60.0","30","20","0","0","0.0","0","3","0.0","1","37","2.7","0","0","0.0"
"","Christopher Cameron","D","BAR","17.304","43","1","1","3","2","5","27","3.7","0.02","0.02","0.07","0.05","0.12","0.63","470.72","10.95","0.13","0.13","0.38","0.25","0.64","3.44","12.26","13.67","39.84","50.04","-7.66","33.33","16","32","0","0","0.0","0","0","0.0","1","27","3.7","0","0","0.0"
"","Sam Field","RW","KGN","18.615","45","1","1","2","2","4","40","2.5","0.02","0.02","0.04","0.04","0.09","0.89","346.33","7.7","0.17","0.17","0.35","0.35","0.69","6.93","13.72","13.41","43.18","51.31","-22.44","23.08","3","10","0","1","0.0","0","7","0.0","1","32","3.12","13","39","33.33"
"","Eric Guest","C","KIT","16.395","43","2","0","2","2","4","29","6.9","0.05","0.0","0.05","0.05","0.09","0.67","361.66","8.41","0.33","0.0","0.33","0.33","0.66","4.81","13.24","13.3","46.15","46.82","-0.15","47.83","11","12","1","6","16.67","1","8","12.5","0","15","0.0","45","112","40.18"
"","Bradey Johnson","C","NIAG","16.731","35","0","2","2","2","4","33","0.0","0.0","0.06","0.06","0.06","0.11","0.94","337.54","9.64","0.0","0.36","0.36","0.36","0.71","5.87","11.97","13.38","41.33","50.42","-18.49","28.57","8","20","0","2","0.0","0","6","0.0","0","25","0.0","89","195","45.64"
"","Tyler MacArthur","D","OS","19.313","24","1","1","1","2","3","21","4.76","0.04","0.04","0.04","0.08","0.12","0.88","299.08","12.46","0.2","0.2","0.2","0.4","0.6","4.21","14.04","13.56","62.32","50.05","-3.52","50.0","13","13","0","0","0.0","0","0","0.0","1","21","4.76","0","0","0.0"
"","Connor Hall","D","KIT","18.568","17","1","1","1","2","3","14","7.14","0.06","0.06","0.06","0.12","0.18","0.82","241.33","14.2","0.25","0.25","0.25","0.5","0.75","3.48","13.8","13.77","50.38","51.76","-14.49","44.44","12","15","0","1","0.0","0","1","0.0","1","12","8.33","0","0","0.0"
"","Ryan Littlejohn","LW","FLNT","16.597","42","1","1","1","2","3","14","7.14","0.02","0.02","0.02","0.05","0.07","0.33","324.04","7.72","0.19","0.19","0.19","0.37","0.56","2.59","12.85","13.08","47.85","50.14","-13.05","38.1","8","13","0","2","0.0","0","5","0.0","1","7","14.29","0","1","0.0"
"","William Ennis","D","OSH","16.296","48","0","2","1","2","3","14","0.0","0.0","0.04","0.02","0.04","0.06","0.29","559.96","11.67","0.0","0.21","0.11","0.21","0.32","1.5","12.56","13.22","47.7","48.09","-16.96","36.73","18","31","0","1","0.0","0","1","0.0","0","12","0.0","0","0","0.0"
"","Gianluca Fuoco","LW","SAG","17.709","53","2","0","0","2","2","26","7.69","0.04","0.0","0.0","0.04","0.04","0.49","441.03","8.32","0.27","0.0","0.0","0.27","0.27","3.54","12.43","13.42","38.59","50.74","-28.96","23.33","7","23","1","3","33.33","0","3","0.0","1","20","5.0","45","122","36.89"
"","Andy Baker","RW","NB","17.342","10","1","1","0","2","2","10","10.0","0.1","0.1","0.0","0.2","0.2","1.0","120.66","12.07","0.5","0.5","0.0","0.99","0.99","4.97","13.73","13.16","39.86","45.98","7.79","36.36","4","7","1","1","100.0","0","2","0.0","0","7","0.0","0","1","0.0"
"","Mitchell Hoelscher","LW","OTT","16.638","6","2","0","0","2","2","6","33.33","0.33","0.0","0.0","0.33","0.33","1.0","65.25","10.88","1.84","0.0","0.0","1.84","1.84","5.52","13.78","13.38","47.55","51.04","46.97","83.33","5","1","1","2","50.0","1","2","50.0","0","2","0.0","0","2","0.0"
"","Drew Hunter","D","NIAG","17.61","51","1","0","5","1","6","34","2.94","0.02","0.0","0.1","0.02","0.12","0.67","543.05","10.65","0.11","0.0","0.55","0.11","0.66","3.76","12.26","13.76","44.03","50.85","-0.93","44.68","21","26","0","0","0.0","0","1","0.0","1","33","3.03","1","1","100.0"
"","Kevin Bahl","D","OTT","16.222","57","1","0","3","1","4","37","2.7","0.02","0.0","0.05","0.02","0.07","0.65","867.77","15.22","0.07","0.0","0.21","0.07","0.28","2.56","13.72","13.8","49.25","49.41","-10.18","43.0","43","57","0","0","0.0","0","3","0.0","1","34","2.94","3","5","60.0"
"","Owen Headrick","D","ER","19.067","26","1","0","3","1","4","30","3.33","0.04","0.0","0.12","0.04","0.15","1.15","318.48","12.25","0.19","0.0","0.57","0.19","0.75","5.65","13.93","13.27","61.31","46.79","-18.21","52.94","18","16","0","0","0.0","0","0","0.0","1","30","3.33","0","0","0.0"
"","Austin Clapham","D","NIAG","19.19","25","0","1","2","1","3","5","0.0","0.0","0.04","0.08","0.04","0.12","0.2","239.88","9.6","0.0","0.25","0.5","0.25","0.75","1.25","12.5","13.39","44.13","48.69","-5.55","40.91","9","13","0","0","0.0","0","0","0.0","0","5","0.0","0","1","0.0"
"","Brady Pataki","RW","LDN/SBY","17.955","30","0","1","2","1","3","28","0.0","0.0","0.03","0.07","0.03","0.1","0.93","229.19","7.64","0.0","0.26","0.52","0.26","0.79","7.33","13.08","12.77","52.21","49.54","0.0","60.0","9","6","0","2","0.0","0","5","0.0","0","21","0.0","1","3","33.33"
"","Owen Gilhula","C","SBY","16.351","31","1","0","2","1","3","24","4.17","0.03","0.0","0.06","0.03","0.1","0.77","305.17","9.84","0.2","0.0","0.39","0.2","0.59","4.72","12.75","13.63","44.17","49.93","-12.38","28.0","7","18","0","0","0.0","0","3","0.0","1","21","4.76","27","68","39.71"
"","Nick King","D","OS","17.676","36","0","1","2","1","3","17","0.0","0.0","0.03","0.06","0.03","0.08","0.47","339.41","9.43","0.0","0.18","0.35","0.18","0.53","3.01","13.0","12.7","61.85","47.41","-11.36","56.0","14","11","0","0","0.0","0","0","0.0","0","17","0.0","0","0","0.0"
"","Cade Robinson","RW","ER","16.904","44","0","1","1","1","2","35","0.0","0.0","0.02","0.02","0.02","0.05","0.8","329.4","7.49","0.0","0.18","0.18","0.18","0.36","6.38","12.56","13.03","56.03","48.09","-36.32","27.27","6","16","0","1","0.0","0","5","0.0","0","29","0.0","9","23","39.13"
"","Levi Tetrault","D","GUE","18.612","31","0","1","1","1","2","23","0.0","0.0","0.03","0.03","0.03","0.06","0.74","360.09","11.62","0.0","0.17","0.17","0.17","0.33","3.83","12.62","13.51","39.54","50.92","-14.71","35.29","12","22","0","0","0.0","0","1","0.0","0","22","0.0","1","2","50.0"
"","Brock Hill","D","SAG","17.638","47","0","1","1","1","2","13","0.0","0.0","0.02","0.02","0.02","0.04","0.28","466.83","9.93","0.0","0.13","0.13","0.13","0.26","1.67","13.11","13.73","45.16","49.67","-15.71","34.29","12","23","0","1","0.0","0","0","0.0","0","12","0.0","0","0","0.0"
"","Samuel Duchesne","D","FLNT","17.304","44","0","1","1","1","2","25","0.0","0.0","0.02","0.02","0.02","0.05","0.57","417.05","9.48","0.0","0.14","0.14","0.14","0.29","3.6","13.1","13.49","48.53","50.65","-27.61","28.57","10","25","0","1","0.0","0","0","0.0","0","24","0.0","0","0","0.0"
"","Jacob Collins","D","FLNT","18.41","61","1","0","1","1","2","65","1.54","0.02","0.0","0.02","0.02","0.03","1.07","535.86","8.78","0.11","0.0","0.11","0.11","0.22","7.28","12.82","13.67","47.54","51.59","-15.28","36.59","15","26","0","2","0.0","0","9","0.0","1","54","1.85","13","41","31.71"
"","Kyle Bollers","LW","SAG","17.517","63","0","1","1","1","2","29","0.0","0.0","0.02","0.02","0.02","0.03","0.46","483.71","7.68","0.0","0.12","0.12","0.12","0.25","3.6","12.39","13.43","40.34","51.01","-37.8","14.29","4","24","0","4","0.0","0","8","0.0","0","17","0.0","10","22","45.45"
"","Ian Blacker","D","LDN/OSH","17.309","41","0","1","1","1","2","16","0.0","0.0","0.02","0.02","0.02","0.05","0.39","375.87","9.17","0.0","0.16","0.16","0.16","0.32","2.55","12.08","12.95","49.69","47.85","14.63","64.29","18","10","0","0","0.0","0","1","0.0","0","15","0.0","0","0","0.0"
"","Ondrej Kachyna","D","HAM","18.382","13","1","0","1","1","2","12","8.33","0.08","0.0","0.08","0.08","0.15","0.92","133.41","10.26","0.45","0.0","0.45","0.45","0.9","5.4","13.31","13.5","53.19","46.21","-10.38","50.0","6","6","0","0","0.0","0","0","0.0","1","12","8.33","0","0","0.0"
"","Dayton Murray","D","NB","19.543","4","0","1","1","1","2","1","0.0","0.0","0.25","0.25","0.25","0.5","0.25","44.17","11.04","0.0","1.36","1.36","1.36","2.72","1.36","12.47","12.78","42.18","45.21","11.54","50.0","2","2","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Jaimen Allison","D","OSH","16.876","2","0","1","0","1","1","1","0.0","0.0","0.5","0.0","0.5","0.5","0.5","17.28","8.64","0.0","3.47","0.0","3.47","3.47","3.47","11.87","12.35","47.44","51.44","58.33","100.0","3","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Michal Steinocher","D","FLNT","16.792","40","1","0","0","1","1","18","5.56","0.03","0.0","0.0","0.03","0.03","0.45","312.04","7.8","0.19","0.0","0.0","0.19","0.19","3.46","13.01","13.2","47.41","48.99","-33.02","20.0","4","16","0","0","0.0","0","0","0.0","1","18","5.56","0","1","0.0"
"","Noah Bennett","RW","LDN","18.998","2","1","0","0","1","1","2","50.0","0.5","0.0","0.0","0.5","0.5","1.0","13.67","6.83","4.39","0.0","0.0","4.39","4.39","8.78","10.03","9.82","68.78","19.41","44.44","100.0","1","0","0","0","0.0","1","2","50.0","0","0","0.0","0","0","0.0"
"","Jacob Golden","D","LDN","17.495","38","0","1","0","1","1","13","0.0","0.0","0.03","0.0","0.03","0.03","0.34","247.79","6.52","0.0","0.24","0.0","0.24","0.24","3.15","13.22","12.89","60.77","49.4","4.52","63.64","7","4","0","0","0.0","0","3","0.0","0","10","0.0","0","0","0.0"
"","Troy Henley","D","PBO","19.675","9","0","1","0","1","1","3","0.0","0.0","0.11","0.0","0.11","0.11","0.33","86.43","9.6","0.0","0.69","0.0","0.69","0.69","2.08","12.24","11.89","46.85","46.14","8.06","50.0","3","3","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Jeremey Goodwin","LW","MISS","17.035","28","1","0","0","1","1","11","9.09","0.04","0.0","0.0","0.04","0.04","0.39","185.14","6.61","0.32","0.0","0.0","0.32","0.32","3.56","12.55","12.82","47.5","46.08","-17.12","37.5","3","5","0","0","0.0","1","1","100.0","0","10","0.0","1","2","50.0"
"","David Sherman","LW","NB","18.336","2","0","1","0","1","1","2","0.0","0.0","0.5","0.0","0.5","0.5","1.0","19.11","9.55","0.0","3.14","0.0","3.14","3.14","6.28","13.47","14.49","41.85","55.69","0.0","50.0","1","1","0","1","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Alex Peterson","D","KIT","17.312","33","1","0","0","1","1","14","7.14","0.03","0.0","0.0","0.03","0.03","0.42","273.61","8.29","0.22","0.0","0.0","0.22","0.22","3.07","13.39","13.07","48.81","48.77","9.17","55.0","11","9","0","0","0.0","0","0","0.0","1","14","7.14","1","1","100.0"
"","Cal Davis","LW","KGN/NIAG","17.492","28","0","1","0","1","1","10","0.0","0.0","0.04","0.0","0.04","0.04","0.36","210.63","7.52","0.0","0.28","0.0","0.28","0.28","2.85","12.31","13.14","39.3","51.64","2.44","44.44","4","5","0","1","0.0","0","1","0.0","0","8","0.0","1","8","12.5"
"","Austin Grzenia","RW","KGN","18.325","8","0","1","0","1","1","3","0.0","0.0","0.12","0.0","0.12","0.12","0.38","70.56","8.82","0.0","0.85","0.0","0.85","0.85","2.55","14.71","12.16","47.04","52.44","8.33","50.0","2","2","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Matt McNamara","D","PBO","16.354","4","0","1","0","1","1","3","0.0","0.0","0.25","0.0","0.25","0.25","0.75","53.0","13.25","0.0","1.13","0.0","1.13","1.13","3.4","12.95","13.1","44.18","51.54","4.17","66.67","2","1","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Alex Turko","C","LDN","17.692","10","0","1","0","1","1","8","0.0","0.0","0.1","0.0","0.1","0.1","0.8","61.08","6.11","0.0","0.98","0.0","0.98","0.98","7.86","11.33","13.68","55.0","48.95","-23.19","33.33","1","2","0","0","0.0","0","4","0.0","0","4","0.0","17","43","39.53"
"","Josh Supryka","C","KGN","19.502","19","1","0","0","1","1","11","9.09","0.05","0.0","0.0","0.05","0.05","0.58","185.3","9.75","0.32","0.0","0.0","0.32","0.32","3.56","13.54","13.17","43.05","50.76","-6.86","45.45","5","6","1","1","100.0","0","2","0.0","0","8","0.0","0","3","0.0"
"","Daylon Groulx","RW","OS","16.277","9","1","0","0","1","1","11","9.09","0.11","0.0","0.0","0.11","0.11","1.22","83.97","9.33","0.71","0.0","0.0","0.71","0.71","7.86","13.33","13.64","59.86","47.71","-33.33","20.0","1","4","0","1","0.0","1","3","33.33","0","7","0.0","0","2","0.0"
"","Riley McCourt","D","HAM","16.225","9","1","0","0","1","1","7","14.29","0.11","0.0","0.0","0.11","0.11","0.78","99.39","11.04","0.6","0.0","0.0","0.6","0.6","4.23","13.41","12.88","54.06","47.35","21.22","66.67","6","3","0","0","0.0","0","0","0.0","1","7","14.29","0","0","0.0"
"","Jonne Tammela","C","PBO","19.116","2","1","0","0","1","1","4","25.0","0.5","0.0","0.0","0.5","0.5","2.0","15.09","7.55","3.98","0.0","0.0","3.98","3.98","15.9","11.88","14.11","47.12","47.82","44.44","100.0","1","0","0","0","0.0","1","2","50.0","0","2","0.0","0","0","0.0"
"","Maddux Rychel","LW","WSR","17.654","8","0","1","0","1","1","3","0.0","0.0","0.12","0.0","0.12","0.12","0.38","50.24","6.28","0.0","1.19","0.0","1.19","1.19","3.58","11.28","12.45","52.94","44.89","-10.98","50.0","1","1","0","0","0.0","0","2","0.0","0","1","0.0","0","1","0.0"
"","Alex Robert","RW","NB","17.2","6","1","0","0","1","1","3","33.33","0.17","0.0","0.0","0.17","0.17","0.5","56.84","9.47","1.06","0.0","0.0","1.06","1.06","3.17","13.15","12.77","39.38","45.33","-2.31","40.0","2","3","0","0","0.0","1","2","50.0","0","1","0.0","0","0","0.0"
"","Reilly Webb","D","HAM","17.372","12","0","1","0","1","1","12","0.0","0.0","0.08","0.0","0.08","0.08","1.0","144.45","12.04","0.0","0.42","0.0","0.42","0.42","4.98","14.01","13.81","51.39","48.86","10.71","58.33","7","5","0","0","0.0","0","0","0.0","0","12","0.0","0","0","0.0"
"","Brett Hahkala","LW","NB","17.249","5","1","0","0","1","1","5","20.0","0.2","0.0","0.0","0.2","0.2","1.0","57.81","11.56","1.04","0.0","0.0","1.04","1.04","5.19","13.09","12.64","39.05","47.98","-25.0","20.0","1","4","0","0","0.0","0","0","0.0","1","5","20.0","0","0","0.0"
"","Jacob LeGuerrier","D","SSM","15.817","35","0","0","5","0","5","16","0.0","0.0","0.0","0.14","0.0","0.14","0.46","291.25","8.32","0.0","0.0","1.03","0.0","1.03","3.3","13.13","12.89","54.61","47.58","9.16","61.9","13","8","0","0","0.0","0","0","0.0","0","16","0.0","0","0","0.0"
"","Daniel Walker","LW","NB","17.334","56","0","0","5","0","5","57","0.0","0.0","0.0","0.09","0.0","0.09","1.02","450.1","8.04","0.0","0.0","0.67","0.0","0.67","7.6","13.65","12.94","40.23","48.2","-6.78","35.71","10","18","0","6","0.0","0","9","0.0","0","42","0.0","13","28","46.43"
"","Billy Moskal","C","LDN","16.488","13","0","0","2","0","2","4","0.0","0.0","0.0","0.15","0.0","0.15","0.31","81.5","6.27","0.0","0.0","1.47","0.0","1.47","2.94","12.01","11.88","63.98","34.72","42.86","100.0","3","0","0","1","0.0","0","1","0.0","0","2","0.0","5","7","71.43"
"","Hudson Wilson","D","OTT","17.375","39","0","0","2","0","2","36","0.0","0.0","0.0","0.05","0.0","0.05","0.92","482.08","12.36","0.0","0.0","0.25","0.0","0.25","4.48","12.72","13.34","48.11","47.3","-11.99","38.78","19","30","0","2","0.0","0","1","0.0","0","33","0.0","1","2","50.0"
"","Eric Allair","D","NB","17.213","16","0","0","2","0","2","11","0.0","0.0","0.0","0.12","0.0","0.12","0.69","170.92","10.68","0.0","0.0","0.7","0.0","0.7","3.86","13.02","13.18","40.68","48.43","-2.09","33.33","4","8","0","0","0.0","0","0","0.0","0","11","0.0","0","1","0.0"
"","Andrew Somerville","D","NIAG","17.134","11","0","0","2","0","2","3","0.0","0.0","0.0","0.18","0.0","0.18","0.27","142.94","12.99","0.0","0.0","0.84","0.0","0.84","1.26","11.93","13.59","45.09","49.54","-6.79","46.15","6","7","0","0","0.0","0","0","0.0","0","3","0.0","1","1","100.0"
"","Ryan Martin","D","ER","17.26","34","0","0","1","0","1","13","0.0","0.0","0.0","0.03","0.0","0.03","0.38","398.43","11.72","0.0","0.0","0.15","0.0","0.15","1.96","12.93","12.9","55.97","48.47","-11.83","48.84","21","22","0","0","0.0","0","0","0.0","0","13","0.0","0","0","0.0"
"","Brock Philips","D","GUE","18.522","9","0","0","1","0","1","6","0.0","0.0","0.0","0.11","0.0","0.11","0.67","91.68","10.19","0.0","0.0","0.65","0.0","0.65","3.93","12.19","13.27","38.29","52.78","-15.0","25.0","2","6","0","1","0.0","0","2","0.0","0","3","0.0","0","0","0.0"
"","Chet Phillips","D","SAG","16.187","11","0","0","1","0","1","1","0.0","0.0","0.0","0.09","0.0","0.09","0.09","106.85","9.71","0.0","0.0","0.56","0.0","0.56","0.56","13.06","13.19","45.92","52.82","-22.86","28.57","2","5","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Curtis Egert","LW","SAR","17.616","10","0","0","1","0","1","3","0.0","0.0","0.0","0.1","0.0","0.1","0.3","70.55","7.05","0.0","0.0","0.85","0.0","0.85","2.55","12.51","12.62","51.83","52.46","20.96","66.67","2","1","0","0","0.0","0","3","0.0","0","0","0.0","1","2","50.0"
"","Emmett Gordon","D","KGN","16.627","18","0","0","1","0","1","11","0.0","0.0","0.0","0.06","0.0","0.06","0.61","234.58","13.03","0.0","0.0","0.26","0.0","0.26","2.81","13.13","12.6","43.02","47.13","2.23","46.67","7","8","0","0","0.0","0","0","0.0","0","11","0.0","0","0","0.0"
"","Eric Nagy","D","NB","18.886","10","0","0","1","0","1","4","0.0","0.0","0.0","0.1","0.0","0.1","0.4","114.0","11.4","0.0","0.0","0.53","0.0","0.53","2.11","12.98","12.94","42.45","45.86","14.02","45.45","5","6","0","0","0.0","0","0","0.0","0","4","0.0","0","0","0.0"
"","Brett Primeau","RW","WSR","19.425","8","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.38","50.55","6.32","0.0","0.0","0.0","0.0","0.0","3.56","11.18","10.24","48.06","49.01","-53.57","0.0","0","2","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Chris Playfair","LW","WSR","16.296","13","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","0.46","77.33","5.95","0.0","0.0","0.0","0.0","0.0","4.66","10.92","11.14","42.62","46.7","-5.0","50.0","1","1","0","1","0.0","0","1","0.0","0","4","0.0","1","2","50.0"
"","Jasper Forgrave","RW","WSR","17.514","5","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.2","40.8","8.16","0.0","0.0","0.0","0.0","0.0","1.47","12.47","10.95","44.76","57.94","8.33","50.0","1","1","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Taylor Egan","D","ER","18.273","5","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.2","74.11","14.82","0.0","0.0","0.0","0.0","0.0","0.81","11.43","12.33","47.05","53.81","-33.34","22.22","2","7","0","0","0.0","0","1","0.0","0","0","0.0","0","0","0.0"
"","Mitchell Webb","LW","ER","19.683","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0","13.52","6.76","0.0","0.0","0.0","0.0","0.0","8.88","10.58","9.39","24.27","75.02","-22.22","0.0","0","1","0","0","0.0","0","2","0.0","0","0","0.0","0","0","0.0"
"","Riley MacRae","LW","ER","18.473","3","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.33","27.35","9.12","0.0","0.0","0.0","0.0","0.0","8.78","11.47","10.83","29.5","57.31","-57.14","0.0","0","3","0","0","0.0","0","1","0.0","0","3","0.0","7","11","63.64"
"","Jack Duff","D","ER","16.649","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.67","9.33","0.0","0.0","0.0","0.0","0.0","0.0","11.86","11.52","36.64","67.12","37.5","50.0","1","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Haydn Hopkins","C","ER","19.529","4","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.25","48.26","12.07","0.0","0.0","0.0","0.0","0.0","1.24","11.5","11.63","36.5","55.82","-50.0","0.0","0","4","0","0","0.0","0","0","0.0","0","1","0.0","4","11","36.36"
"","Eddie Schulz","C","PBO","18.412","16","0","0","0","0","0","12","0.0","0.0","0.0","0.0","0.0","0.0","0.75","101.13","6.32","0.0","0.0","0.0","0.0","0.0","7.12","12.99","13.05","48.84","48.62","-43.75","0.0","0","4","0","2","0.0","0","1","0.0","0","9","0.0","58","104","55.77"
"","Greg Smith","LW","OS","18.459","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-25.0","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Frankie Pucci","LW","SSM","19.661","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.07","8.04","0.0","0.0","0.0","0.0","0.0","0.0","11.31","11.74","47.37","40.1","4.55","50.0","1","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Player ID: 7650","","WSR","2015.707","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-60.0","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Dawson Baker","RW","SBY","16.436","10","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","0.7","57.37","5.74","0.0","0.0","0.0","0.0","0.0","7.32","13.04","13.37","43.44","50.98","13.64","50.0","1","1","0","2","0.0","0","0","0.0","0","5","0.0","0","1","0.0"
"","Evan Krassey","RW","SBY","18.462","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-37.5","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Keenan Reynolds","C","FLNT","18.464","3","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.0","26.22","8.74","0.0","0.0","0.0","0.0","0.0","6.87","10.67","12.66","40.15","47.63","-80.0","0.0","0","1","0","1","0.0","0","0","0.0","0","2","0.0","3","6","50.0"
"","Rocky Kaura","D","SAG","19.431","6","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.5","60.29","10.05","0.0","0.0","0.0","0.0","0.0","2.99","13.23","13.22","40.98","50.24","-44.44","0.0","0","4","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Braden Henderson","D","SAR","16.343","6","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.17","59.43","9.9","0.0","0.0","0.0","0.0","0.0","1.01","11.95","12.3","44.74","46.88","-11.5","33.33","2","4","0","0","0.0","0","1","0.0","0","0","0.0","0","0","0.0"
"","Brock  Perry","RW","SAR","18.656","16","0","0","0","0","0","14","0.0","0.0","0.0","0.0","0.0","0.0","0.88","136.79","8.55","0.0","0.0","0.0","0.0","0.0","6.14","11.56","12.8","44.29","50.09","-16.73","27.27","3","8","0","1","0.0","0","1","0.0","0","12","0.0","0","1","0.0"
"","Riley Coome","D","LDN","17.197","6","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.33","49.64","8.27","0.0","0.0","0.0","0.0","0.0","2.42","11.02","11.37","67.93","34.98","14.04","66.67","2","1","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Justin Badour","LW","LDN","18.673","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-33.33","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Ian McKinnon","C","PBO","18.536","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-50.0","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
